timestamps population node_ids
43.1551580465 thalamus 0
64.6936252553 thalamus 0
204.361972241 thalamus 0
215.263541486 thalamus 0
299.919509136 thalamus 0
401.176352442 thalamus 0
454.53579683 thalamus 0
477.147526245 thalamus 0
561.795318503 thalamus 0
671.634406285 thalamus 0
707.731469845 thalamus 0
847.466732207 thalamus 0
868.361913846 thalamus 0
946.13285932 thalamus 0
1062.87184541 thalamus 0
1144.14240527 thalamus 0
1295.40247452 thalamus 0
1369.03451297 thalamus 0
1376.26666836 thalamus 0
1425.29932853 thalamus 0
1520.13641365 thalamus 0
1553.08323964 thalamus 0
1629.0870456 thalamus 0
1759.86303039 thalamus 0
1855.95347108 thalamus 0
1904.12956432 thalamus 0
1955.06970706 thalamus 0
2087.24269103 thalamus 0
2197.42488987 thalamus 0
2219.63627347 thalamus 0
2300.25299749 thalamus 0
2331.77535107 thalamus 0
2446.47740961 thalamus 0
2586.21991351 thalamus 0
2619.56551591 thalamus 0
2700.01481839 thalamus 0
2782.18320007 thalamus 0
2950.46232486 thalamus 0
2999.9229245 thalamus 0
56.0622460603 thalamus 1
194.701257611 thalamus 1
294.447271556 thalamus 1
297.760936942 thalamus 1
403.896338929 thalamus 1
444.845209007 thalamus 1
498.706201843 thalamus 1
537.396107052 thalamus 1
635.329982411 thalamus 1
677.303784942 thalamus 1
754.72852308 thalamus 1
855.166817957 thalamus 1
863.359358138 thalamus 1
1019.6899961 thalamus 1
1049.23330051 thalamus 1
1116.69943585 thalamus 1
1130.94059451 thalamus 1
1146.69524467 thalamus 1
1230.83947425 thalamus 1
1292.1411585 thalamus 1
1293.71929168 thalamus 1
1351.11211792 thalamus 1
1378.25787951 thalamus 1
1410.61762385 thalamus 1
1471.46588327 thalamus 1
1509.4598565 thalamus 1
1628.07132479 thalamus 1
1719.36556528 thalamus 1
1834.12437191 thalamus 1
1907.16731101 thalamus 1
1937.31932807 thalamus 1
2039.22563645 thalamus 1
2272.20960441 thalamus 1
2380.22068267 thalamus 1
2439.88837648 thalamus 1
2526.48302379 thalamus 1
2552.14184637 thalamus 1
2622.84724615 thalamus 1
2653.58930651 thalamus 1
2698.95705703 thalamus 1
2745.17178111 thalamus 1
2815.74115623 thalamus 1
2979.37530448 thalamus 1
2999.36299258 thalamus 1
65.5775202783 thalamus 2
91.674454988 thalamus 2
174.62534922 thalamus 2
254.825254624 thalamus 2
315.077091821 thalamus 2
454.533818941 thalamus 2
505.831274431 thalamus 2
642.677441768 thalamus 2
720.191956717 thalamus 2
804.554217681 thalamus 2
931.37384201 thalamus 2
992.946391276 thalamus 2
1079.34163883 thalamus 2
1134.20838235 thalamus 2
1310.4901397 thalamus 2
1339.37300933 thalamus 2
1559.5388507 thalamus 2
1680.76738226 thalamus 2
1791.61710754 thalamus 2
1813.62413985 thalamus 2
1813.6288268 thalamus 2
1925.75365082 thalamus 2
2088.10237726 thalamus 2
2137.04109601 thalamus 2
2252.37144755 thalamus 2
2360.76630183 thalamus 2
2501.19314782 thalamus 2
2551.23992775 thalamus 2
2571.3784345 thalamus 2
2572.06200657 thalamus 2
2680.72558955 thalamus 2
2708.83838574 thalamus 2
2839.62610694 thalamus 2
2899.52411114 thalamus 2
2904.36900265 thalamus 2
114.05478478 thalamus 3
158.302405787 thalamus 3
248.553931734 thalamus 3
284.381120061 thalamus 3
293.836914721 thalamus 3
386.273700048 thalamus 3
476.810722011 thalamus 3
482.916108344 thalamus 3
494.770216622 thalamus 3
593.177973146 thalamus 3
649.181364607 thalamus 3
678.441232704 thalamus 3
700.324251629 thalamus 3
775.742036869 thalamus 3
783.899356762 thalamus 3
914.723612685 thalamus 3
942.079222882 thalamus 3
970.28855766 thalamus 3
1052.31891136 thalamus 3
1061.55308037 thalamus 3
1149.89939309 thalamus 3
1208.47125568 thalamus 3
1284.23406408 thalamus 3
1325.16665191 thalamus 3
1383.33282318 thalamus 3
1494.28630293 thalamus 3
1623.45200999 thalamus 3
1659.89885204 thalamus 3
1690.77623424 thalamus 3
1761.21831821 thalamus 3
1899.0861696 thalamus 3
1952.76751243 thalamus 3
2044.43671248 thalamus 3
2092.88077021 thalamus 3
2279.73353392 thalamus 3
2404.35894348 thalamus 3
2427.82298627 thalamus 3
2485.24639356 thalamus 3
2557.06795741 thalamus 3
2647.02650826 thalamus 3
2775.44572455 thalamus 3
2862.65692696 thalamus 3
55.8390512698 thalamus 4
102.122778619 thalamus 4
176.829930774 thalamus 4
249.645181102 thalamus 4
333.082096924 thalamus 4
345.575306151 thalamus 4
446.796966486 thalamus 4
446.99356031 thalamus 4
547.702855815 thalamus 4
665.134855497 thalamus 4
689.392142398 thalamus 4
719.389806575 thalamus 4
761.882240116 thalamus 4
942.500847725 thalamus 4
989.310192876 thalamus 4
1086.42309165 thalamus 4
1121.29053682 thalamus 4
1144.66157977 thalamus 4
1145.90083321 thalamus 4
1302.82136958 thalamus 4
1314.60698575 thalamus 4
1401.57724344 thalamus 4
