% Model:              example_comsol.mph
% Version:            COMSOL 6.0.0.318
% Date:               Sep 14 2023, 09:38
% Dimension:          3
% Nodes:              12760
% Expressions:        1
% Description:        Electric potential
% Length unit:        µm
% x                       y                        z                        V (mV)
-68.098574960932          -99.99999999999999       -133.65097862825516      0
-61.35819786222578        -90.1711484348879        -123.90406905328746      -9.089322332548252E-4
-78.09922138231524        -79.77183405704605       -128.06448227153425      0
-88.16778784387097        -99.99999999999997       -121.35254915624212      0
-57.81820220096141        -80.34229686977582       -138.40901522028375      0
-66.3554581387768         -69.57834012870681       -116.67579569885527      -0.003865829453163729
-97.41720724952754        -79.34816870429053       -114.06089484000464      0
-81.22480784498869        -78.58975237788664       -106.77415145696665      -0.0029823470773119778
-114.06089484000462       -79.3481687042905        -97.41720724952756       0
-98.75382079789209        -81.38612652821789       -91.23152194028485       -0.002825454537080994
-121.35254915624213       -99.99999999999997       -88.16778784387097       0
-106.06601717798212       -99.99999999999997       -106.06601717798215      0
-79.90412143634148        -58.99746972777752       -109.0987264638081       -0.005107394913278603
-87.12978499420507        -59.13082450943372       -122.09996137126167      0
-67.67850783710372        -61.32534420593092       -133.86418332378187      0
-53.978049654612406       -45.203514721641284      -139.95131351825245      0
-50.89668029885889        -63.47561457925226       -141.10112662397756      0
-51.75317336842258        -50.32488211354565       -122.06037974884154      -0.006360911817134396
-75.77063876438807        -36.38930368257293       -129.4558237439962       0
-106.0660171779821        -58.696337408581044      -106.06601717798215      0
-96.41242050980293        -38.98557999858987       -114.91146666647731      0
-10.000000000000012       -49.999999999999986      -59.99999999999999       -0.04683361085978201
-10.605863297951018       -51.56249999999999       -59.24815152708697       -0.04788361400549972
-12.499996747955286       -49.999999999999986      -59.330121675505076      -0.04847762576937868
-11.495578737292332       -49.999999999999986      -61.870928554580246      -0.044953857463635165
-14.330121703678683       -49.99999999999998       -57.49999676785358       -0.05201564275370734
-14.877712941716073       -52.14270861114405       -58.808793343725256      -0.04929906593834977
-15.149163178629587       -49.999999999999986      -60.94619498178506       -0.04714119340095446
-13.154997074139677       -51.549102135963         -56.816344393840765      -0.052144372265273915
-16.384287729612602       -49.999999999999986      -57.79121830176446       -0.052526246006790914
-15.689094602793327       -53.11279296874998       -56.503684995062414      -0.05258216150063143
-14.999999999999998       -49.999999999999986      -54.999999999999986      -0.05681508467313426
-95.77775515663407        -99.99999999999997       -83.45092092794522       0
-82.59151700384963        -99.99999999999997       -97.10908848102902       0
-11.206117479154441       -49.999999999999986      -56.20400238940108       -0.05280850237605466
-46.35254915624207        -99.99999999999997       -142.65847744427302      0
-47.65253222795599        -79.08681646062928       -125.67927564573826      -0.0024684272503984607
-64.89819352349015        -99.99999999999997       -109.39912288629117      0
-48.59621544765573        -99.99999999999997       -118.46617445469903      0
-35.00288783145136        -79.40650855616754       -145.8588284728039       0
-32.97240554574973        -69.34218023797528       -133.32139507785814      -0.0027228844762167367
-25.121616331730717       -84.48226783363558       -131.99502642354003      -0.0017457223603471158
-23.46516975603462        -99.99999999999997       -148.15325108927064      0
-14.370847232923687       -84.90974921330967       -149.3100088735111       0
-52.58268504602713        -69.57834012870681       -123.4068596974873       -0.0036700874678146362
-35.148478084526054       -55.071477113773696      -145.82381317309458      0
-37.4566663770877         -47.15271323553772       -131.8217219431774       -0.004625105291457255
-37.95531965679446        -33.52386946887712       -145.11855053627895      0
-50.92366169081804        -31.071424098384476      -120.71389980019573      -0.00914158976266194
-56.917834089763055       -22.601065084204908      -138.78169966724795      0
-76.04377514835659        -11.020124249315618      -129.29556937956607      0
-53.55555584466244        -8.303702817326238       -119.64108157992878      -0.011141494329929174
-59.241837962301226       0.3319278404751889       -137.80567707771857      0
-40.09748421977205        -10.72328836373344       -144.5413150598995       0
-37.03830536665427        1.3468502221574465       -133.0802890164948       -0.006517396221905643
-41.774083065527286       15.28616270002695        -144.06570023442228      0
-51.34043647730472        12.703178193462108       -126.47022455920792      -0.008107408557228203
-76.60761808127178        10.538902287180987       -128.962292364528        0
-62.03189143096315        18.6522579479386         -136.5724878791376       0
-137.36289052734736       -89.18363236506693       -2.8767175439086103      -0.0021213078300275
-150                      -77.77777777777777       -7.824132327885868E-15   0
-149.00244599155982       -85.6133034206387        -17.270526585263656      0
-150                      -99.99999999999997       -9.184850993605149E-15   0
-148.15325108927064       -99.99999999999996       -23.46516975603461       0
-123.34166874342974       -82.66000284454596       -58.482644073607055      -0.0027513924189029332
-138.40201627997968       -81.60073087293841       -57.834953874246644      0
-127.89602465311378       -79.34816870429053       -78.37478470739237       0
-133.6509786282551        -99.99999999999996       -68.09857496093201       0
-142.65847744427302       -99.99999999999997       -46.35254915624212       0
-132.28414043861147       -75.64760010245968       -42.81564304803717       -0.0033738327762160548
-145.7154152013774        -84.09290983304061       -35.595193112135156      0
-132.99949356060557       -85.55745336007195       -20.369070757516166      -0.003210176279056018
-107.90776345334841       -99.99999999999997       -66.44884259802322       0
-126.63156511566145       -99.99999999999999       -11.605362532058528      0
-124.15594622251555       -99.99999999999999       -29.80948797072738       0
-100.31618014403314       -82.7317223193998        -79.35742988424865       -0.003994955133627464
-116.14299225679048       -99.99999999999997       -49.13909298419035       0
-90.84451562640301        -66.84816870429052       -93.919796878843         -0.006038718736129005
-90.34312256873665        -20.888908692121607      -119.74188993217965      0
-85.98970228654056        -36.19891516286258       -102.85095449993592      -0.00854731838891615
-148.36893339235272       -65.82700672996003       -22.06036273535877       0
-136.54735722352376       -72.09713573004694       -13.90689891158799       -0.00523650148650863
-121.5196238678067        -58.62057228537309       -87.93736984369492       0
-104.85460513143222       -65.46344463879959       -75.26393884055206       -0.007655056273030926
-133.80006042757987       -59.87709926461384       -67.805190284933         0
-121.04069081722984       -71.79818704038365       -63.467762278950254      -0.004274501411297969
-142.55225722108997       -65.7935969054142        -46.67819577888803       0
-125.60356809075056       -66.61607326886056       -49.245010863399884      -0.006171682886679936
-91.47002442005284        -48.039253524568466      -91.86800037519895       -0.009839351899846858
-104.94808059561763       -18.898300111261097      -107.17229296462656      0
-23.13793462438783        -53.85069351126237       -77.25084148633432       -0.029482648142033652
-24.440132812774223       -58.45168853468595       -71.26896731589196       -0.03173798761568739
-18.210495284169944       -49.999999999999986      -72.75548473592778       -0.033191129815442706
-27.268091916996493       -49.999999999999986      -69.86727200987467       -0.03554420515445788
-23.054684673764054       -41.53723009846026       -71.36863116659383       -0.03799825455078037
-18.552846808155735       -43.927623815443276      -81.32498023200608       -0.030706769611617665
-14.160885680844158       -42.76456135746642       -73.65099671242788       -0.03435835838219548
-18.15447230214121        -35.89757705488897       -72.769603100682         -0.03949737714778361
-71.94286019342653        -47.32412605077766       -108.38859716665279      -0.00857919645665242
-61.433260942122274       -39.19777507458107       -114.55124848342427      -0.00923795098939584
-20.790205510027103       -32.25009044137855       -77.19289064986694       -0.03908769178927553
-31.395759333642953       -44.62848851620311       -78.10837196664308       -0.032813774986093495
-71.41071992375093        -27.840935818950427      -108.80921567893611      -0.01109126070287083
-113.587496478748         -38.935024173809886      -97.96877381946972       0
-81.1636172010889         -18.83430814784676       -99.98001682310066       -0.013882952658598959
-93.88788558112702        0.2238423008812736       -116.98318230029989      0
-104.9946766132799        -13.487164165803565      -91.1869729572049        -0.008021871909452416
-119.07283874813297       -17.146647854864035      -91.22312794714463       0
-16.90629566887895        -55.04797399658296       -67.27334263741959       -0.037300012186680685
-20.46446739180817        -49.999999999999986      -62.628554638715734      -0.045159349051667366
-27.50042463285103        -99.99999999999997       -124.03334447555724      0
-35.12892366228785        -23.058165862294594      -133.60671416742312      -0.005590353605686747
-16.241879425781377       -66.46421688882867       -149.1180785576262       0
-19.604473970485703       -55.98265455687931       -138.42666640625058      -0.0029419558776770938
-11.24589347290719        -71.57092882886201       -130.68452407616212      -0.0037392936424866926
1.3607186657192822E-15    -77.77777777777777       -150                     0
-4.060469856445343        -56.89383199998495       -131.02951963940654      -0.005469121360667155
5.624099184981967E-31     -99.99999999999997       -150                     0
-8.910870171568618        -99.99999999999997       -128.11573353461947      0
-13.414053925840463       -49.999999999999986      -66.80334893117956       -0.039263868354841115
-9.52163533806879         -49.99999999999999       -74.3930892546255        -0.031701519926048714
-12.810758984460712       -56.37458372523508       -80.15842457812022       -0.02674202773217103
-17.302204609929767       -58.84151355555178       -75.69988422135862       -0.02854147129728428
-6.767627009636297        -43.692176973624555      -74.69403741034782       -0.03249830738668185
-11.230282820403295       -46.978319307930256      -83.34310080570332       -0.028171848653048042
-13.902139479243546       -36.739815972757214      -79.64869006698422       -0.03420394956855611
-17.1411767013204         -27.25275219486133       -73.01493039984433       -0.04423345717333886
-8.953286875740407        -34.164996579156806      -74.46367338589128       -0.03706364367337488
-19.1804959423435         -44.073170736251335      -148.76864110223548      0
-20.380071390307258       -22.37605475864991       -148.60905991939381      0
-24.39698426514563        -40.72436778808338       -128.618387294632        -0.007434350133501995
-13.32616920511507        -44.05843645369505       -135.0757005478422       -0.005093562108506215
-16.13831699458934        -30.93574043080978       -82.92951023701954       -0.03500506288613545
-16.95607825635217        -23.05055259281382       -80.03304462448044       -0.04070556914552517
-17.64510109862054        -17.003034903622694      -72.89478998679851       -0.05043190550953854
-23.945811147384102       -23.47175995849396       -81.4567766470331        -0.04032297107763295
-9.034388506977457        -23.23506983384193       -74.45387716099809       -0.04250140078254754
-17.246756916220146       -6.931750274671094       -72.99006354205217       -0.054722888273242974
-23.925668516368713       -11.335937190583541      -78.38316558923968       -0.048693404305916836
-13.951477822418203       -9.586401978526448       -81.72693012419732       -0.043842084510850136
-21.472462140427606       -0.41562529388057334     -148.45515608973608      0
-8.643208954085486        -12.80774290288678       -74.50030160325537       -0.04700662224919861
-8.440842733492673        -2.5923759459678735      -74.5235008165105        -0.05027725192371816
-14.51771570771081        -1.1565890768900118      -81.2522068641722        -0.04667276028555368
-17.133759134123366       2.434388572646656        -73.01667136985802       -0.05746231484073827
-8.54243075528653         6.960299475919879        -74.51192439328845       -0.05233428673278596
-15.083953593003416       7.273223824746423        -80.77748360414705       -0.04879008813752908
-139.54891383074371       -44.63862182716596       -55.010004986908235      0
-128.80022540917645       -36.428712968675455      -76.87978885601424       0
-116.63103642190609       -35.61077670180541       -67.81917175255504       -0.010315336367076157
-21.447059437965667       -2.668467911519171       -128.40904202281365      -0.010662650186193995
-16.867620216851805       11.3708083331369         -73.07861101731513       -0.05854802804423723
-8.292024988002055        17.610349344949423       -74.54020607429489       -0.052999759436736925
-16.939260244369205       17.65758558890315        -79.17666904666976       -0.05163871281110467
-16.05514154504312        21.78749983965909        -73.26139795259596       -0.05776882691754012
-24.451663217186972       14.90215075707522        -128.89226279810416      -0.010579610156902617
-18.891445407185838       19.736027901097685       -148.805622509458        0
-10.591591208150094       7.255526432673719        -134.72320624706003      -0.007918533807512108
-32.36381277180939        32.93620350713965        -146.4670052362349       0
-70.87857965407534        -8.357745587123194       -109.22983419121942      -0.012885324192342378
-22.966884018030324       2.503290783987453        -80.9247166284668        -0.049527020387606445
-24.32698596159608        6.758870245239983        -70.94503332879833       -0.06492181302489279
-24.956740731166217       12.23184603904843        -77.37908267392147       -0.0556443243815464
-138.53741902504112       -22.698484018003757      -57.50985593687554       0
-130.0882458514891        -10.361306610723652      -74.67963772865077       0
-111.22945900819633       -0.1297084376032801      -100.63800201089033      0
-122.34776124723948       -0.016894778293550756    -86.78148026963173       0
-110.1216802325434        6.958643028614697        -85.56791109124033       -0.00879474663787311
-81.61857988188197        9.534472046440342        -102.76378283544881      -0.01378919811540091
-90.53978793827798        20.61363799946593        -119.59325566306674      0
-60.43363788095504        11.350124471497388       -114.30896291329482      -0.013631076480066907
-37.69134775946282        23.518464029213956       -124.46421819048615      -0.011703717532531023
-53.19360170278911        39.220256261106044       -140.2513484351756       0
-74.64252954894984        24.31264109803941        -111.65774534891709      -0.010662305042610584
-55.969436431205395       33.615950228859475       -121.9867917349715       -0.009410086027201921
-104.8956516211061        18.554474170245552       -107.2236087388572       0
-77.2465638815177         34.81829716819425        -128.58059094785105      0
-150                      -55.55555555555554       -6.463413662166586E-15   0
-145.2456372371698        -48.812927882868514      -37.4660494790747        0
-136.72355801020197       -53.93799670596938       -23.341452634407176      -0.007238503867939924
-148.4502292074717        -42.4902641584431        -21.50649781459373       0
-134.81917229295544       -86.83295009935122       11.828141620284732       -0.003259693782767316
-149.3100088735111        -84.90974921330964       14.370847232923696       0
-137.39270573104778       -67.03302825230814       2.7904453924862267       -0.006661129771599257
-128.26386535747352       -99.99999999999999       9.639618909484637        0
-148.15325108927064       -99.99999999999999       23.465169756034623       0
-149.1180785576262        -66.46421688882867       16.241879425781406       0
-139.32084172336772       -54.50375154897987       12.616402397114118       -0.007718046046299317
-24.18525446594274        -1.1116493144591673      -70.99347481577158       -0.06292266591760255
-122.01602365613296       -85.50160329950513       -38.95309031718628       -0.00419400384682769
-127.88905505547545       -71.0032065990103        -28.767087650182237      -0.007592286310876799
-106.53602470622747       -45.38844083648298       -75.3292438868478        -0.011025625964508588
-92.09553321370268        -29.230338344846395      -89.81620387155488       -0.013658133515710864
-150                      -33.33333333333333       -5.102694996447304E-15   0
-130.03134745478675       -56.73452946026778       -10.969491094114666      -0.01290658468079508
-115.67091453819305       -48.33225171627798       -56.90186873720829       -0.012699579275405713
-132.81609699880008       -37.345279650978675      -27.742906068244725      -0.012095416353756074
-148.60656474902058       -21.891491912713565      -20.398257609294852      0
-144.905828918204         -31.824799064538208      -38.75952457820128       0
-124.80580437015861       -51.27606259607299       -38.47449358756879       -0.01230344883769617
-90.91651447842685        -9.827680476743092       -91.15081796726518       -0.015920279880385853
-94.98127746888429        4.053811529658066        -87.90671053030415       -0.0167842041894757
-24.439234318733806       -37.24742868789578       -81.37085089988956       -0.03398463998291502
-25.796536187713038       -32.52339170032164       -70.42399250763913       -0.04561061967349808
-31.578061015618673       -58.06186351382013       -66.83805041042532       -0.03487753058471365
-37.60927992340901        -49.99999999999999       -64.88857782154906       -0.038643886173045844
-28.315798582637175       -49.999999999999986      -58.8315495354589        -0.04970774687926983
-34.822644131047824       -54.062971285741824      -76.12685728751245       -0.029504816212034976
-32.00036810999357        -39.77682176492649       -67.83049786655636       -0.04297173837717404
-44.58608606899673        -43.50393257621834       -70.55390005745708       -0.0377793965764959
-36.02147125381656        -34.328480191580276      -73.58555542233934       -0.04201091808436587
-25.82227545927838        -11.258388685667384      -70.41455879365537       -0.05997360925092129
-31.869294314584995       -17.994795305430443      -78.78076033568155       -0.046025959596019156
-30.20623593411688        -5.6688394775443856      -83.87154119168086       -0.04469676374683763
-27.95675832709879        -22.266457254102995      -69.59468128988158       -0.054622729886172644
-31.97359691175953        -28.664305689715533      -85.1758826959566        -0.035053056224521366
-36.46716975888684        -13.471922573594144      -74.21100450629385       -0.053708657764294475
-106.205352459212         -19.629309705751087      -76.53695485614287       -0.014754034404794449
-14.999999999999998       -49.999999999999986      -44.999999999999986      -0.08054517855453767
-14.330121750920652       -49.99999999999998       -42.50000339957803       -0.08820739332640805
-13.928144450183169       -53.10058593749999       -44.147357662223826      -0.07863545889066831
-11.681218406535976       -49.999999999999986      -45.355745677862245      -0.0763780892491128
