% Model:              example_comsol.mph
% Version:            COMSOL 6.0.0.318
% Date:               Sep 14 2023, 09:38
% Dimension:          3
% Nodes:              12760
% Expressions:        1
% Description:        Electric potential
% Length unit:        µm
% x                       y                        z                        V (mV)
-68.098574960932          -99.99999999999999       -133.65097862825516      0
-61.35819786222578        -90.1711484348879        -123.90406905328746      0.002013977748546417
-78.09922138231524        -79.77183405704605       -128.06448227153425      0
-88.16778784387097        -99.99999999999997       -121.35254915624212      0
-57.81820220096141        -80.34229686977582       -138.40901522028375      0
-66.3554581387768         -69.57834012870681       -116.67579569885527      0.008677613689324183
-97.41720724952754        -79.34816870429053       -114.06089484000464      0
-81.22480784498869        -78.58975237788664       -106.77415145696665      0.005619103934690524
-114.06089484000462       -79.3481687042905        -97.41720724952756       0
-98.75382079789209        -81.38612652821789       -91.23152194028485       0.004155154686383583
-121.35254915624213       -99.99999999999997       -88.16778784387097       0
-106.06601717798212       -99.99999999999997       -106.06601717798215      0
-79.90412143634148        -58.99746972777752       -109.0987264638081       0.010793814523858334
-87.12978499420507        -59.13082450943372       -122.09996137126167      0
-67.67850783710372        -61.32534420593092       -133.86418332378187      0
-53.978049654612406       -45.203514721641284      -139.95131351825245      0
-50.89668029885889        -63.47561457925226       -141.10112662397756      0
-51.75317336842258        -50.32488211354565       -122.06037974884154      0.017507461124534832
-75.77063876438807        -36.38930368257293       -129.4558237439962       0
-106.0660171779821        -58.696337408581044      -106.06601717798215      0
-96.41242050980293        -38.98557999858987       -114.91146666647731      0
-10.000000000000012       -49.999999999999986      -59.99999999999999       0.07063593669648782
-10.605863297951018       -51.56249999999999       -59.24815152708697       0.0697246938465699
-12.499996747955286       -49.999999999999986      -59.330121675505076      0.07305688013530874
-11.495578737292332       -49.999999999999986      -61.870928554580246      0.07216949978802215
-14.330121703678683       -49.99999999999998       -57.49999676785358       0.07630038199030291
-14.877712941716073       -52.14270861114405       -58.808793343725256      0.07294208332373095
-15.149163178629587       -49.999999999999986      -60.94619498178506       0.0754801404231232
-13.154997074139677       -51.549102135963         -56.816344393840765      0.07283652729199863
-16.384287729612602       -49.999999999999986      -57.79121830176446       0.07945238760754413
-15.689094602793327       -53.11279296874998       -56.503684995062414      0.07362464806753673
-14.999999999999998       -49.999999999999986      -54.999999999999986      0.07958321219443863
-95.77775515663407        -99.99999999999997       -83.45092092794522       0
-82.59151700384963        -99.99999999999997       -97.10908848102902       0
-11.206117479154441       -49.999999999999986      -56.20400238940108       0.07163039581843601
-46.35254915624207        -99.99999999999997       -142.65847744427302      0
-47.65253222795599        -79.08681646062928       -125.67927564573826      0.005977180057383946
-64.89819352349015        -99.99999999999997       -109.39912288629117      0
-48.59621544765573        -99.99999999999997       -118.46617445469903      0
-35.00288783145136        -79.40650855616754       -145.8588284728039       0
-32.97240554574973        -69.34218023797528       -133.32139507785814      0.007339970536875621
-25.121616331730717       -84.48226783363558       -131.99502642354003      0.004485843417312858
-23.46516975603462        -99.99999999999997       -148.15325108927064      0
-14.370847232923687       -84.90974921330967       -149.3100088735111       0
-52.58268504602713        -69.57834012870681       -123.4068596974873       0.00901445039572537
-35.148478084526054       -55.071477113773696      -145.82381317309458      0
-37.4566663770877         -47.15271323553772       -131.8217219431774       0.01401182790866867
-37.95531965679446        -33.52386946887712       -145.11855053627895      0
-50.92366169081804        -31.071424098384476      -120.71389980019573      0.028588573387945744
-56.917834089763055       -22.601065084204908      -138.78169966724795      0
-76.04377514835659        -11.020124249315618      -129.29556937956607      0
-53.55555584466244        -8.303702817326238       -119.64108157992878      0.039039084369672315
-59.241837962301226       0.3319278404751889       -137.80567707771857      0
-40.09748421977205        -10.72328836373344       -144.5413150598995       0
-37.03830536665427        1.3468502221574465       -133.0802890164948       0.025882031288523056
-41.774083065527286       15.28616270002695        -144.06570023442228      0
-51.34043647730472        12.703178193462108       -126.47022455920792      0.031203143383346513
-76.60761808127178        10.538902287180987       -128.962292364528        0
-62.03189143096315        18.6522579479386         -136.5724878791376       0
-137.36289052734736       -89.18363236506693       -2.8767175439086103      6.18744949067178E-5
-150                      -77.77777777777777       -7.824132327885868E-15   0
-149.00244599155982       -85.6133034206387        -17.270526585263656      0
-150                      -99.99999999999997       -9.184850993605149E-15   0
-148.15325108927064       -99.99999999999996       -23.46516975603461       0
-123.34166874342974       -82.66000284454596       -58.482644073607055      0.0021537339450194352
-138.40201627997968       -81.60073087293841       -57.834953874246644      0
-127.89602465311378       -79.34816870429053       -78.37478470739237       0
-133.6509786282551        -99.99999999999996       -68.09857496093201       0
-142.65847744427302       -99.99999999999997       -46.35254915624212       0
-132.28414043861147       -75.64760010245968       -42.81564304803717       0.0017973552864606775
-145.7154152013774        -84.09290983304061       -35.595193112135156      0
-132.99949356060557       -85.55745336007195       -20.369070757516166      7.252436712469131E-4
-107.90776345334841       -99.99999999999997       -66.44884259802322       0
-126.63156511566145       -99.99999999999999       -11.605362532058528      0
-124.15594622251555       -99.99999999999999       -29.80948797072738       0
-100.31618014403314       -82.7317223193998        -79.35742988424865       0.0051031391735303225
-116.14299225679048       -99.99999999999997       -49.13909298419035       0
-90.84451562640301        -66.84816870429052       -93.919796878843         0.01023223432138826
-90.34312256873665        -20.888908692121607      -119.74188993217965      0
-85.98970228654056        -36.19891516286258       -102.85095449993592      0.019215878657274536
-148.36893339235272       -65.82700672996003       -22.06036273535877       0
-136.54735722352376       -72.09713573004694       -13.90689891158799       8.060854432639943E-4
-121.5196238678067        -58.62057228537309       -87.93736984369492       0
