% Model:              Test1.mph
% Version:            COMSOL 6.0.0.318
% Date:               Mar 5 2023, 19:35
% Dimension:          3
% Nodes:              9875
% Expressions:        1
% Description:        Electric potential
% Length unit:        µm
% x                       y                        z                        V (mV)
24.000000000000025        284.0000000000001        5                        159.99547558463664
23.378036221640976        284.36493035201704       6.751989437334489        167.13666031086706
23.87206619816757         287.508630778745         5                        159.99545319929487
21.808113634581122        286.1096934964014        5                        159.99547202433348
21.148103158188114        283.99999999999994       5                        159.9954963396851
23.872066274402616        179.50863202020494       5                        176.35363810694395
21.808114437589218        178.10969379319357       5                        176.3536390320501
24                        176.0000000000001        5.000000000000003        176.35360560069915
25.03886529870039         177.91906062861017       9.17002535543224         150.3265368503221
26                        178.00000000000009       5.000000000000003        176.35360104891868
25.999999999999964        181.2376215667255        5                        176.3536354273733
20.730407833905794        259.9218188154019        7.1256722807139266       328.6331396606044
24.000000000000004        260                      5                        366.2582374152015
23.691037585791705        259.8436376308037        9.251344561427851        293.89351881140743
21.263253167868445        257.30037739223076       5                        366.2583683050989
25.99999999999997         258.00000000000006       5                        366.25822326342274
26.6526125073234          261.808929550894         5                        274.19594045601764
23.36540072583228         254.53204055596188       7.435941222654045        334.2286855605637
24.000000000000004        229.99999999999994       5                        366.2582804544393
23.871993382995587        233.50877556513728       5                        366.25833644498204
21.806808943742187        232.10994424058097       5                        366.25837140280055
25.184190783203835        231.04676961420358       8.110592426695964        302.0237640129407
26.000000000000004        231.99999999999997       5                        366.2582450935277
25.999999999999968        235.23762156672532       4.999999999999998        366.2582837383139
27.742569761243036        257.4315215259386        10.557038648361706       263.86807108455105
23.541806757951186        227.39505609104825       7.279701829441678        289.8210490397364
21.148103503805807        229.99999999999991       5                        366.2583462613474
4.668842849111083         283.2478175527411        5                        224.01334553611875
6.000000000000025         286.0000000000001        5                        159.99561261155557
2.7790517595389583        284.6779622226322        5                        223.9522312776883
5.1617764697579585        285.6918867283152        7.2031592007168355       203.30716233926114
8.00000000000004          284                      5                        159.995642110524
26.00000000000002         286.0000000000001        5                        159.99545816012576
25.859857457908664        285.5404244449914        8.001542837849135        162.11068768245596
26.00000000000005         289.23762156672547       4.999999999999999        159.9954304677017
24.612684376280157        291.0231796756004        7.155690442776675        157.33094092666863
23.225368752560264        288.91058964116445       9.311380885553346        161.4183612251937
6.00000000000001          258                      5                        366.2588891787305
6.898359573127489         258.652024553            7.079447436001045        408.5978598540266
8.128925166654613         256.34310460418516       5                        366.25879602735023
8.00000000000001          260                      5                        366.2588094244284
6.000000000000024         289.2365142305148        5                        159.99556078879485
2.093419978560087         287.79389649852396       5                        207.2021908928758
-7.999999999999978        284.0000000000001        5                        193.9287488527805
-5.999999999999976        286.0000000000001        5                        193.9287429990417
-8.127933801832553        287.5086307787449        5                        193.9286749331334
-7.846961058583675        283.8324687116346        8.348040655383443        249.55521539640077
9.0293863256793           202.96810185459597       5                        176.35397316428342
7.999999999999993         206.00000000000014       5.000000000000003        176.35403305597623
5.999999999999991         204.00000000000014       5.000000000000003        176.3540382872866
9.269377699094871         203.47839353858822       7.237295461350523        194.62340912744594
9.258965918900381         177.72237661086336       5                        176.3536814392282
8.000000000000004         176.00000000000009       5                        176.35366727510444
8.874096380474077         178.65477937993148       6.8491168563740015       170.79378394288835
5.99999999999998          178.00000000000009       5                        176.3536771727622
-8.034713305788737        179.38628144722009       4.999999999999999        212.9967514378157
-6.000000000000013        178.00000000000009       5.000000000000003        212.99670777844523
-9.445340743861145        178.41692981934227       7.947522663325702        193.7976163821387
-8.000000000000012        176.0000000000001        5.000000000000003        212.9967070685571
-7.999999999999991        229.99999999999994       5                        1436.1884408932472
-5.999999999999991        231.99999999999997       5                        1436.1884408932472
-8.127933801832627        233.50863077874482       5                        1436.1884408932472
-9.665429425908782        230.93341273878863       7.916895569493955        1056.185901467773
23.41020034164561         175.18704777953607       9.170025355432239        146.34757142022394
8.528711439382473         174.58794397864494       7.498989285140239        158.76907141467515
22.661448074009627        281.6463844086845        9.64523799749663         183.19599096034014
19.820229974551268        285.05970787890243       9.726072772269779        177.14731690365252
7.322251518537343         286.81404155352635       8.2228570581951          190.94677538797671
9.001184918779824         287.9768401196287        5                        159.99555062093177
9.258966218569611         285.7223768585133        5                        159.99557605800257
10.233666438411978        286.15696738759146       8.850193892958993        188.54703602979714
6.000000000000021         312.0000000000001        5                        159.99525585696324
8.000000000000021         314.0000000000001        5                        159.99524267163977
6.16744574401418          312.4893459375294        7.69737517910307         150.19198111754864
9.029386326988078         310.9681018487548        5                        159.99526679148977
6.000000000000026         308.76348558618145       5                        159.9952844569082
11.678039492606167        311.4675675999408        7.4702694296600445       151.95401418852015
-5.999999999999997        312.0000000000001        5                        193.92818818460512
-8.886571361155873        311.10748373434905       5                        193.92821651705484
-7.2447348508931855       310.4237466371451        8.29488453201943         173.35021086619687
-7.999999999999978        314.0000000000001        5                        193.92816673520386
28.558863774338185        263.0915142365721        8.827638774088735        237.996857950181
22.81870292777765         280.59400157929065       5                        185.37072082719283
28.473988665105693        287.40868464439643       5                        152.06774829415403
26.256090181746593        282.4564606680922        4.999999999999999        168.614822386797
27.79488324035412         279.12209346128185       9.97909510943991         176.02677671540633
28.642159117036208        284.96569982767994       5                        155.8076166026817
4.024363000718109         174.47084095841083       5                        160.0788706658072
-5.227800133801296        282.42623546606796       5                        261.1450984022746
-8.836737046411985        280.9252125271162        5                        284.31775530646286
-2.3452085655178707       283.31287591535846       7.563429241622244        253.61753859779526
4.5483934684188485        262.20386718371185       5                        446.9568835321655
26.631585263625382        174.29953230828576       5                        142.77608886622036
28.88099475052062         171.52470567463112       9.612847644915854        125.76348957392473
