node_id,population,firing_rate
0,glifs,1.0
1,glifs,1.1638795986622075
2,glifs,1.3277591973244147
3,glifs,1.491638795986622
4,glifs,1.6555183946488294
5,glifs,1.819397993311037
6,glifs,1.9832775919732442
7,glifs,2.1471571906354514
8,glifs,2.311036789297659
9,glifs,2.4749163879598663
10,glifs,2.638795986622074
11,glifs,2.802675585284281
12,glifs,2.9665551839464883
13,glifs,3.130434782608696
14,glifs,3.294314381270903
15,glifs,3.4581939799331103
16,glifs,3.6220735785953178
17,glifs,3.7859531772575252
18,glifs,3.9498327759197327
19,glifs,4.11371237458194
20,glifs,4.277591973244148
21,glifs,4.441471571906355
22,glifs,4.605351170568562
23,glifs,4.769230769230769
24,glifs,4.933110367892977
25,glifs,5.096989966555184
26,glifs,5.260869565217392
27,glifs,5.424749163879599
28,glifs,5.588628762541806
29,glifs,5.752508361204013
30,glifs,5.916387959866221
31,glifs,6.080267558528428
32,glifs,6.2441471571906355
33,glifs,6.408026755852843
34,glifs,6.5719063545150505
35,glifs,6.735785953177258
36,glifs,6.899665551839465
37,glifs,7.063545150501672
38,glifs,7.2274247491638794
39,glifs,7.391304347826087
40,glifs,7.555183946488294
41,glifs,7.719063545150502
42,glifs,7.882943143812709
43,glifs,8.046822742474916
44,glifs,8.210702341137123
45,glifs,8.37458193979933
46,glifs,8.538461538461538
47,glifs,8.702341137123746
48,glifs,8.866220735785953
49,glifs,9.03010033444816
50,glifs,9.193979933110368
51,glifs,9.357859531772576
52,glifs,9.521739130434783
53,glifs,9.68561872909699
54,glifs,9.849498327759198
55,glifs,10.013377926421406
56,glifs,10.177257525083611
57,glifs,10.341137123745819
58,glifs,10.505016722408026
59,glifs,10.668896321070234
60,glifs,10.832775919732441
61,glifs,10.996655518394649
62,glifs,11.160535117056856
63,glifs,11.324414715719064
64,glifs,11.488294314381271
65,glifs,11.652173913043478
66,glifs,11.816053511705686
67,glifs,11.979933110367893
68,glifs,12.143812709030101
69,glifs,12.307692307692308
70,glifs,12.471571906354516
71,glifs,12.635451505016723
72,glifs,12.79933110367893
73,glifs,12.963210702341136
74,glifs,13.127090301003344
75,glifs,13.290969899665551
76,glifs,13.454849498327759
77,glifs,13.618729096989966
78,glifs,13.782608695652174
79,glifs,13.946488294314381
80,glifs,14.110367892976589
81,glifs,14.274247491638796
82,glifs,14.438127090301004
83,glifs,14.602006688963211
84,glifs,14.765886287625419
85,glifs,14.929765886287626
86,glifs,15.093645484949834
87,glifs,15.257525083612041
88,glifs,15.421404682274247
89,glifs,15.585284280936454
90,glifs,15.749163879598662
91,glifs,15.91304347826087
92,glifs,16.076923076923077
93,glifs,16.240802675585286
94,glifs,16.40468227424749
95,glifs,16.568561872909697
96,glifs,16.732441471571907
97,glifs,16.896321070234116
98,glifs,17.06020066889632
99,glifs,17.224080267558527
100,glifs,17.387959866220736
101,glifs,17.551839464882942
102,glifs,17.71571906354515
103,glifs,17.879598662207357
104,glifs,18.043478260869566
105,glifs,18.207357859531772
106,glifs,18.37123745819398
107,glifs,18.535117056856187
108,glifs,18.698996655518396
109,glifs,18.862876254180602
110,glifs,19.02675585284281
111,glifs,19.190635451505017
112,glifs,19.354515050167223
113,glifs,19.51839464882943
114,glifs,19.682274247491637
115,glifs,19.846153846153847
116,glifs,20.010033444816052
117,glifs,20.17391304347826
118,glifs,20.337792642140467
119,glifs,20.501672240802677
120,glifs,20.665551839464882
121,glifs,20.82943143812709
122,glifs,20.993311036789297
123,glifs,21.157190635451506
124,glifs,21.321070234113712
125,glifs,21.48494983277592
126,glifs,21.648829431438127
127,glifs,21.812709030100336
128,glifs,21.976588628762542
129,glifs,22.140468227424748
130,glifs,22.304347826086957
131,glifs,22.468227424749163
132,glifs,22.632107023411372
133,glifs,22.795986622073578
134,glifs,22.959866220735787
135,glifs,23.123745819397993
136,glifs,23.287625418060202
137,glifs,23.451505016722408
138,glifs,23.615384615384617
139,glifs,23.779264214046822
140,glifs,23.94314381270903
141,glifs,24.107023411371237
142,glifs,24.270903010033447
143,glifs,24.434782608695652
144,glifs,24.59866220735786
145,glifs,24.762541806020067
146,glifs,24.926421404682273
147,glifs,25.090301003344482
148,glifs,25.254180602006688
149,glifs,25.418060200668897
150,glifs,25.581939799331103
151,glifs,25.745819397993312
152,glifs,25.909698996655518
153,glifs,26.073578595317727
154,glifs,26.237458193979933
155,glifs,26.401337792642142
156,glifs,26.565217391304348
157,glifs,26.729096989966557
158,glifs,26.892976588628763
159,glifs,27.056856187290972
160,glifs,27.220735785953178
161,glifs,27.384615384615383
162,glifs,27.548494983277592
163,glifs,27.712374581939798
164,glifs,27.876254180602007
165,glifs,28.040133779264213
166,glifs,28.204013377926422
167,glifs,28.367892976588628
168,glifs,28.531772575250837
169,glifs,28.695652173913043
170,glifs,28.859531772575252
171,glifs,29.023411371237458
172,glifs,29.187290969899667
173,glifs,29.351170568561873
174,glifs,29.515050167224082
175,glifs,29.678929765886288
176,glifs,29.842809364548494
177,glifs,30.006688963210703
178,glifs,30.17056856187291
179,glifs,30.334448160535118
180,glifs,30.498327759197323
181,glifs,30.662207357859533
182,glifs,30.82608695652174
183,glifs,30.989966555183948
184,glifs,31.153846153846153
185,glifs,31.317725752508363
186,glifs,31.48160535117057
187,glifs,31.645484949832777
188,glifs,31.809364548494983
189,glifs,31.973244147157192
190,glifs,32.137123745819395
191,glifs,32.30100334448161
192,glifs,32.46488294314381
193,glifs,32.62876254180602
194,glifs,32.79264214046823
195,glifs,32.95652173913044
196,glifs,33.12040133779264
197,glifs,33.28428093645485
198,glifs,33.448160535117054
199,glifs,33.61204013377927
200,glifs,33.77591973244147
201,glifs,33.93979933110368
202,glifs,34.103678929765884
203,glifs,34.2675585284281
204,glifs,34.4314381270903
205,glifs,34.59531772575251
206,glifs,34.759197324414714
207,glifs,34.92307692307693
208,glifs,35.08695652173913
209,glifs,35.25083612040134
210,glifs,35.414715719063544
211,glifs,35.57859531772575
212,glifs,35.74247491638796
213,glifs,35.90635451505017
214,glifs,36.070234113712374
215,glifs,36.23411371237458
216,glifs,36.39799331103679
217,glifs,36.561872909699
218,glifs,36.725752508361204
219,glifs,36.88963210702341
220,glifs,37.05351170568562
221,glifs,37.21739130434783
222,glifs,37.381270903010034
223,glifs,37.54515050167224
224,glifs,37.709030100334445
225,glifs,37.87290969899666
226,glifs,38.03678929765886
227,glifs,38.20066889632107
228,glifs,38.364548494983275
229,glifs,38.52842809364549
