edge_type_id target_query source_query model_template syn_weight distance_range target_sections dynamics_params delay
100 firing_rate=='10'&synapse_model=='a' firing_rate=='10' expsyn 0.002 "[0.0, 50.0]" "['somatic', 'basal', 'apical']" AMPA_ExcToExc.json 2.0
101 firing_rate=='20'&synapse_model=='a' firing_rate=='20' expsyn 0.002 "[0.0, 50.0]" "['somatic', 'basal', 'apical']" AMPA_ExcToExc.json 2.0
102 firing_rate=='50'&synapse_model=='a' firing_rate=='50' expsyn 0.002 "[0.0, 50.0]" "['somatic', 'basal', 'apical']" AMPA_ExcToExc.json 2.0
103 firing_rate=='100'&synapse_model=='a' firing_rate=='100' expsyn 0.002 "[0.0, 50.0]" "['somatic', 'basal', 'apical']" AMPA_ExcToExc.json 2.0
104 firing_rate=='200'&synapse_model=='a' firing_rate=='200' expsyn 0.002 "[0.0, 50.0]" "['somatic', 'basal', 'apical']" AMPA_ExcToExc.json 2.0
105 firing_rate=='10'&synapse_model=='b' firing_rate=='10' stp2syn 0.002 "[0.0, 50.0]" "['somatic', 'basal', 'apical']" pvalb_pvalb.json 2.0
106 firing_rate=='20'&synapse_model=='b' firing_rate=='20' stp2syn 0.002 "[0.0, 50.0]" "['somatic', 'basal', 'apical']" pvalb_pvalb.json 2.0
107 firing_rate=='50'&synapse_model=='b' firing_rate=='50' stp2syn 0.002 "[0.0, 50.0]" "['somatic', 'basal', 'apical']" pvalb_pvalb.json 2.0
108 firing_rate=='100'&synapse_model=='b' firing_rate=='100' stp2syn 0.002 "[0.0, 50.0]" "['somatic', 'basal', 'apical']" pvalb_pvalb.json 2.0
109 firing_rate=='200'&synapse_model=='b' firing_rate=='200' stp2syn 0.002 "[0.0, 50.0]" "['somatic', 'basal', 'apical']" pvalb_pvalb.json 2.0
