timestamps population node_ids
581.5485117629032 LGN 0
1146.5971309231234 LGN 38
1373.5909436853035 LGN 38
1394.7574557804946 LGN 38
282.9455885186653 LGN 39
289.00532964576826 LGN 39
559.5505960637585 LGN 39
565.2983801973762 LGN 39
1031.2363797879864 LGN 38
583.9910989728119 LGN 39
715.3849103507471 LGN 39
828.5181248924214 LGN 39
948.8741958983592 LGN 39
1062.7334544703617 LGN 39
1064.9018894545095 LGN 39
1239.774176441206 LGN 39
1386.2722523948062 LGN 39
597.0934085103924 LGN 39
1445.5542013078284 LGN 39
783.3443685896086 LGN 38
671.4932973505997 LGN 38
1473.508150583952 LGN 36
1901.2780378655802 LGN 36
183.5932108443428 LGN 37
569.1387074213062 LGN 37
792.466103651172 LGN 37
834.1733071623233 LGN 37
876.6221311170704 LGN 37
757.6022952840817 LGN 38
941.9409923673593 LGN 37
1250.3770497664254 LGN 37
1673.958072098645 LGN 37
484.03242138647164 LGN 38
537.2172012479516 LGN 38
577.0266589377171 LGN 38
637.6214975221949 LGN 38
643.9061780289113 LGN 38
969.8575773620018 LGN 37
1355.8839199224547 LGN 36
1461.0762196830578 LGN 39
263.4699606243011 LGN 40
1315.9040074650272 LGN 42
1464.224955344013 LGN 42
1674.065178253774 LGN 42
417.938769156991 LGN 43
572.1263252840157 LGN 43
585.8093387396359 LGN 43
714.0127198959186 LGN 43
947.6201078775972 LGN 42
849.9312862716902 LGN 43
1271.6622833614927 LGN 43
1313.2416821810687 LGN 43
569.5826132119032 LGN 44
602.0243928263943 LGN 44
644.5695721302433 LGN 44
663.6376256786274 LGN 44
689.7627266989792 LGN 44
1229.793060395675 LGN 43
1922.1533764739331 LGN 39
804.654807005448 LGN 42
725.1561600886456 LGN 42
582.4466652141709 LGN 40
883.1248131771715 LGN 40
1112.169350125823 LGN 40
1346.3627993382452 LGN 40
1797.035662160288 LGN 40
1805.075080360476 LGN 40
65.61753119501125 LGN 41
763.564922295333 LGN 42
422.36089032549415 LGN 41
812.8285497989018 LGN 41
941.5651480463557 LGN 41
997.3829475610232 LGN 41
1044.7200867783254 LGN 41
1442.5966397029244 LGN 41
1625.4982862347058 LGN 41
586.9985654131656 LGN 42
699.6718049201393 LGN 41
1312.9901180130735 LGN 36
1306.0794369875184 LGN 36
1123.2551947582544 LGN 36
1831.9598965986602 LGN 30
300.7382471053176 LGN 31
450.6463284212552 LGN 31
461.65490197812784 LGN 31
653.53526761248 LGN 31
993.477095265602 LGN 31
1009.6772911996202 LGN 31
1688.6312523097 LGN 30
1137.732530583511 LGN 31
1365.6028327211293 LGN 31
1476.3220994574722 LGN 31
1814.2935642609752 LGN 31
429.5967671500412 LGN 32
531.0027741908161 LGN 32
564.476364550643 LGN 32
886.0749589105279 LGN 32
1167.0448990178215 LGN 31
1105.0308988515512 LGN 32
1497.387416082329 LGN 30
1367.514985742314 LGN 30
1294.074334479258 LGN 29
1398.0983802048459 LGN 29
1399.3006591952649 LGN 29
1499.872295552504 LGN 29
1721.580023774776 LGN 29
159.43094498772254 LGN 30
519.6537291410332 LGN 30
1470.8034550263178 LGN 30
544.0850001271964 LGN 30
644.4390622101848 LGN 30
682.2526342819641 LGN 30
769.6525562694667 LGN 30
852.1277320651619 LGN 30
1067.115312714602 LGN 30
1150.387533155168 LGN 30
1265.4621056514725 LGN 30
588.6552059247672 LGN 30
1211.5831579796863 LGN 32
1287.8082962309795 LGN 32
1380.7871125927052 LGN 32
1063.6274397660654 LGN 34
1234.9217963788794 LGN 34
1750.1682586208015 LGN 34
558.5022428123954 LGN 35
589.6671378900268 LGN 35
681.9492703187236 LGN 35
701.9452876938437 LGN 35
905.0204373667822 LGN 34
767.4637966824721 LGN 35
1256.1437083934075 LGN 35
1462.2642701070213 LGN 35
1760.1997836720245 LGN 35
602.7929095540356 LGN 36
721.7290702898853 LGN 36
843.02998127697 LGN 36
884.3672605000398 LGN 36
1220.1190832291275 LGN 35
838.3883708934435 LGN 34
768.5339281631453 LGN 34
625.9160873801233 LGN 34
1494.8893548001772 LGN 32
1784.3598621183573 LGN 32
29.324730679774433 LGN 33
256.6614779824709 LGN 33
527.5572418074175 LGN 33
719.8469303316517 LGN 33
762.6219158634158 LGN 33
909.157382355912 LGN 33
1150.3716579991851 LGN 33
1233.8492240698465 LGN 33
1476.1064298358285 LGN 33
58.95133613769225 LGN 34
393.0719431305124 LGN 34
566.0556087095388 LGN 34
567.0668081857932 LGN 34
575.1610305769318 LGN 34
578.3161607731852 LGN 34
747.7122387188635 LGN 44
799.4617670602742 LGN 44
812.8256030130474 LGN 44
829.6543475153658 LGN 44
1739.8412542677881 LGN 72
1560.6620383091197 LGN 73
285.90643218997934 LGN 74
1577.623761273844 LGN 74
337.2952429923002 LGN 75
1781.7271938212484 LGN 75
1947.3840503791016 LGN 75
1525.7020055463938 LGN 72
70.79372256374779 LGN 76
1560.1379056783735 LGN 76
1565.185632317554 LGN 76
1856.3731308924616 LGN 77
1686.8517526692233 LGN 78
1933.9845469845666 LGN 79
164.57751459469515 LGN 81
1581.8079479255805 LGN 81
1514.5075466555352 LGN 76
1691.2451036454627 LGN 81
1808.2904466395223 LGN 71
1551.9132379412833 LGN 70
1562.6935945576004 LGN 62
1988.0218578119486 LGN 62
1566.0206072627395 LGN 63
1584.1459708386367 LGN 63
1708.1847245861036 LGN 63
1935.002230500848 LGN 63
1905.5981761453115 LGN 64
1658.9721387978204 LGN 70
1555.2210599719785 LGN 65
1566.449609381988 LGN 66
29.324730679774433 LGN 67
1516.5321638355326 LGN 68
1711.6851266701785 LGN 68
1538.7993061508787 LGN 69
1954.2433921686222 LGN 69
1531.4578133585778 LGN 70
1584.8224521539694 LGN 65
213.1434808952896 LGN 82
1907.8451112606992 LGN 82
1948.4002116696329 LGN 82
1571.4027725762867 LGN 91
1630.3538216853706 LGN 91
389.76890705825264 LGN 92
1573.8825042113172 LGN 92
442.07152613200105 LGN 93
1513.7025636542267 LGN 93
365.3191284793572 LGN 94
1566.0167497747007 LGN 91
439.8803527250041 LGN 94
59.71914711816703 LGN 95
240.66510038870044 LGN 95
1526.8054741405178 LGN 95
1554.3010534093091 LGN 95
1538.4754574657557 LGN 97
1551.0879802155453 LGN 97
1513.0885183031696 LGN 98
1724.785995854241 LGN 94
176.8372385108627 LGN 91
154.143017971493 LGN 89
1882.8939947187307 LGN 88
1540.1946228012032 LGN 83
331.197306823189 LGN 84
361.3646489959041 LGN 84
1559.770084153181 LGN 84
1826.565986052944 LGN 84
242.0709513505201 LGN 85
499.56064246073026 LGN 85
1797.1861467124663 LGN 85
76.8871628589822 LGN 86
184.33754800236008 LGN 86
125.79693233031023 LGN 87
151.74087899215817 LGN 87
244.07980913703858 LGN 87
1545.4782699136038 LGN 87
1595.6199483693433 LGN 87
1530.8373240669991 LGN 88
1532.6335131658773 LGN 88
1548.1020990342438 LGN 62
1220.4564515197544 LGN 29
329.79553265886136 LGN 61
1540.486920221871 LGN 56
329.85668888564726 LGN 46
533.2002681194497 LGN 46
796.7942393888966 LGN 46
813.1115055947519 LGN 46
850.5076052195145 LGN 46
858.4540978823544 LGN 46
920.3615244796033 LGN 46
1965.8587251655633 LGN 45
1657.2506282567776 LGN 46
121.27960311621277 LGN 47
364.7873406001935 LGN 47
571.7961134016882 LGN 47
600.9153844678491 LGN 47
611.875434392239 LGN 47
687.5531986679591 LGN 47
749.7919053164529 LGN 47
1854.3014723756376 LGN 46
876.1951790093744 LGN 47
1233.6653967444784 LGN 45
1143.3929669666802 LGN 45
1159.5702261138235 LGN 44
1171.660461316694 LGN 44
1327.294492743843 LGN 44
1399.2451195490871 LGN 44
1455.3088484441532 LGN 44
1805.9075364920768 LGN 44
125.79693233031023 LGN 45
1148.7216062670739 LGN 45
151.74087899215817 LGN 45
484.395602091867 LGN 45
629.3369709762737 LGN 45
800.8485932750705 LGN 45
863.5249746674423 LGN 45
876.8018491185733 LGN 45
910.3371998209033 LGN 45
992.3356929997743 LGN 45
244.07980913703858 LGN 45
1110.0118173357732 LGN 47
1472.946328430182 LGN 47
1862.342355346121 LGN 47
1402.5805208357494 LGN 49
1795.046672234972 LGN 49
1966.5366858989428 LGN 49
1554.2880833444826 LGN 50
1574.4012552181387 LGN 50
79.49588462095225 LGN 51
1528.5110107313503 LGN 51
1227.9744402413905 LGN 49
1884.3991067136108 LGN 51
1544.6442157841905 LGN 53
1732.2929512883413 LGN 53
1894.6118589746227 LGN 53
1522.8770076864944 LGN 54
1918.3691781658827 LGN 54
1530.1939227083499 LGN 55
1533.1740951191487 LGN 55
1520.0984042610266 LGN 53
1032.0468125206612 LGN 49
685.0200050462688 LGN 49
623.8721577707906 LGN 49
1894.5981761453115 LGN 47
162.83631737108897 LGN 48
337.4040410979297 LGN 48
513.7032960194467 LGN 48
563.294481488161 LGN 48
947.993884784118 LGN 48
975.138581443586 LGN 48
1003.4956512515312 LGN 48
1196.664905294619 LGN 48
1242.7589616755051 LGN 48
1256.552437502269 LGN 48
1937.028960194821 LGN 48
193.0577976368661 LGN 49
424.4431901812271 LGN 49
462.67080678810237 LGN 49
546.8518288840634 LGN 49
594.6088323665215 LGN 49
1588.5160343024484 LGN 60
1132.9511553518485 LGN 29
810.6778600781923 LGN 29
592.867590096169 LGN 29
1138.590042713802 LGN 8
1153.3371978610478 LGN 8
1187.786065772139 LGN 8
1848.5120994478145 LGN 8
1894.7010149547727 LGN 8
1909.0463229305926 LGN 8
16.895367687558675 LGN 9
913.1330910742216 LGN 8
96.75228161043545 LGN 9
512.7719547486669 LGN 9
583.6854511093787 LGN 9
637.4791179678963 LGN 9
678.4584295561892 LGN 9
1131.5522052172614 LGN 9
1441.6743864883329 LGN 9
1492.582782157191 LGN 9
301.16441315208687 LGN 9
1752.167849672281 LGN 9
766.0620242333174 LGN 8
560.2887481981242 LGN 8
97.13514306211998 LGN 7
171.9731918549785 LGN 7
365.31646414733564 LGN 7
438.9599109166623 LGN 7
464.0274510213048 LGN 7
637.5132654911794 LGN 7
682.0339334799352 LGN 7
565.0919396692217 LGN 8
941.921120571454 LGN 7
1479.2030491376602 LGN 7
13.120463944865927 LGN 8
129.03595660771455 LGN 8
253.2561373095993 LGN 8
283.6814490494782 LGN 8
511.912098392317 LGN 8
531.0763278923066 LGN 8
988.3068478552353 LGN 7
1826.4280798249201 LGN 9
1828.6283502017386 LGN 9
1843.2094429345536 LGN 9
511.24742241025336 LGN 12
534.0035737944642 LGN 12
639.3513137258161 LGN 12
822.140536151261 LGN 12
886.0683922196301 LGN 12
260.66236458956797 LGN 13
307.9597792530655 LGN 13
201.92923208124068 LGN 12
322.6456850601327 LGN 13
582.9329401271127 LGN 13
734.0833600059675 LGN 13
772.4019049795099 LGN 13
795.9017105524191 LGN 13
869.0478424855597 LGN 13
1108.2446947457097 LGN 13
1123.6847200329232 LGN 13
526.7499364713118 LGN 13
129.1609083421528 LGN 12
1841.16113712088 LGN 11
1642.7986181982824 LGN 11
1903.0113626137365 LGN 9
194.76907840423453 LGN 10
569.6600527721542 LGN 10
754.5603979489366 LGN 10
874.5816291559148 LGN 10
1010.7541423387752 LGN 10
1350.5637044805253 LGN 10
1661.3182277187173 LGN 10
1960.220817173924 LGN 10
54.901655553915994 LGN 11
583.1585160137516 LGN 11
868.2771088313608 LGN 11
892.9787426825734 LGN 11
953.6650476124222 LGN 11
957.7236070221408 LGN 11
1161.6013964899644 LGN 11
1509.0703962661096 LGN 11
1869.2748833630953 LGN 6
1958.8934334168866 LGN 13
1726.2312321637176 LGN 6
1446.4151019025173 LGN 6
381.83185017207074 LGN 2
550.6659155664984 LGN 2
553.056942714073 LGN 2
645.3376242362406 LGN 2
659.4292702908997 LGN 2
736.9825676277627 LGN 2
828.9108878627353 LGN 2
1252.3444796537551 LGN 1
1053.893124806547 LGN 2
1179.8971416709865 LGN 2
1365.0708004608587 LGN 2
1452.3528790825626 LGN 2
1908.023149242626 LGN 2
1955.16360659927 LGN 2
252.6033895890365 LGN 3
519.7354061687249 LGN 3
1085.6731927263727 LGN 2
627.1130513205986 LGN 3
1192.7498241468234 LGN 1
915.0516933268386 LGN 1
964.3626138875743 LGN 0
1176.8728536966282 LGN 0
1288.4196678373085 LGN 0
1700.0156023714874 LGN 0
1980.2577221615795 LGN 0
72.69288145101972 LGN 1
235.2308606001426 LGN 1
1047.2936793324614 LGN 1
400.82957640291215 LGN 1
432.0884115244338 LGN 1
547.8232010130033 LGN 1
604.6808680961988 LGN 1
628.3023047242655 LGN 1
689.0061623225546 LGN 1
705.8870352345838 LGN 1
