timestamps population node_ids
308.9301261188298 LGN 0
376.68187560636585 LGN 0
410.0396629474585 LGN 0
561.1539563788979 LGN 0
735.0074735768507 LGN 0
787.8343069603004 LGN 0
876.3122307007109 LGN 0
1020.6269191626203 LGN 0
1143.8882421750393 LGN 0
1298.1385192051105 LGN 0
1387.528225356862 LGN 0
1778.9578645793679 LGN 0
1813.5288216556053 LGN 0
1819.6828109014743 LGN 0
1826.488331364538 LGN 0
1934.6751874561078 LGN 0
54.549436416071515 LGN 1
226.45606932416158 LGN 1
751.8561440305563 LGN 1
762.0557775156464 LGN 1
821.4715622061162 LGN 1
1006.0700232588109 LGN 1
1039.9759317342707 LGN 1
1342.6177040866633 LGN 1
1500.1275619558105 LGN 1
1798.5561756760228 LGN 1
19.107381134993343 LGN 2
26.08463025106904 LGN 2
188.81240258916287 LGN 2
455.973248303815 LGN 2
482.76860574075226 LGN 2
661.5783010135561 LGN 2
698.0213600587409 LGN 2
706.7968997613877 LGN 2
975.0985175095931 LGN 2
1100.0632485311821 LGN 2
1515.2803145347423 LGN 2
1694.0296151687771 LGN 2
1786.8378907635733 LGN 2
1882.1665695539527 LGN 2
1888.6509959946395 LGN 2
1909.1530210350882 LGN 2
1921.7236303245438 LGN 2
1961.2706907905647 LGN 2
1969.6408272147166 LGN 2
25.381132038933966 LGN 3
44.14519479405686 LGN 3
454.2401316461859 LGN 3
458.0155894654915 LGN 3
546.6906538250964 LGN 3
672.4064005223138 LGN 3
695.8624394753336 LGN 3
739.548538917765 LGN 3
753.9292150422048 LGN 3
762.062317044696 LGN 3
1119.6430889476594 LGN 3
1189.5771116609942 LGN 3
1351.0631972889369 LGN 3
1564.3746020570563 LGN 3
1655.6548488883748 LGN 3
1674.8250131261332 LGN 3
1758.250147252063 LGN 3
1778.9189613167168 LGN 3
1831.7345365041747 LGN 3
1936.648786857339 LGN 3
1952.641147749189 LGN 3
1960.5903946509015 LGN 3
1984.7034036071955 LGN 3
2.237097690178826 LGN 4
120.43735801970993 LGN 4
160.46479073600662 LGN 4
424.5750449618071 LGN 4
619.648308669839 LGN 4
709.411887206491 LGN 4
844.1804445081236 LGN 4
1089.7827105873387 LGN 4
1122.723805050328 LGN 4
1145.3370177587701 LGN 4
1207.5879340720032 LGN 4
1423.5386892502706 LGN 4
1688.6409970842924 LGN 4
1721.8298760867604 LGN 4
1735.1146864206478 LGN 4
1750.3243508209437 LGN 4
1799.9213317663607 LGN 4
1969.8490237215772 LGN 4
1974.444276783147 LGN 4
1981.3510616590272 LGN 4
66.67091487836969 LGN 5
110.02340454806209 LGN 5
174.83811109033942 LGN 5
176.50656359546196 LGN 5
444.837103592379 LGN 5
596.0375361230293 LGN 5
914.1162832882511 LGN 5
948.8340513939604 LGN 5
1039.0069251309017 LGN 5
1138.817146177174 LGN 5
1211.0485677871818 LGN 5
1266.7930694015122 LGN 5
1319.4833193689988 LGN 5
1460.5882318762726 LGN 5
1637.1084489791692 LGN 5
1808.7793520310552 LGN 5
1996.0256189339405 LGN 5
231.69112907391423 LGN 6
313.58404153800666 LGN 6
376.65478553745976 LGN 6
441.22972821618936 LGN 6
521.5495351043901 LGN 6
559.0672731498596 LGN 6
794.2810273545422 LGN 6
856.8575473597368 LGN 6
935.4445644693952 LGN 6
1138.8645532993617 LGN 6
1329.1487256803132 LGN 6
1425.186707228576 LGN 6
1753.8920543481488 LGN 6
1884.6969202261294 LGN 6
1894.7960643126532 LGN 6
156.12432542715376 LGN 7
250.70553362077808 LGN 7
260.32454145559007 LGN 7
603.5655834063607 LGN 7
769.8078447331291 LGN 7
787.1621043210621 LGN 7
841.3975012163081 LGN 7
991.4669445690307 LGN 7
1074.285272681987 LGN 7
1115.81661940823 LGN 7
1274.3209911644594 LGN 7
1361.4138155576227 LGN 7
1433.6206901095343 LGN 7
1493.536887085198 LGN 7
1990.299129847859 LGN 7
175.6141885639523 LGN 8
234.1521812040126 LGN 8
421.23753422405724 LGN 8
615.9431404031832 LGN 8
684.1214143847573 LGN 8
843.7478153977746 LGN 8
964.0474974405058 LGN 8
981.2384521290035 LGN 8
1024.8530142179372 LGN 8
1035.2748775922382 LGN 8
1310.3498744751737 LGN 8
1419.9729627241104 LGN 8
1423.3673977393662 LGN 8
1522.7318122192244 LGN 8
1632.8924104202638 LGN 8
1713.5242355397772 LGN 8
1781.4745135686555 LGN 8
143.43829461785245 LGN 9
166.6142519372867 LGN 9
207.88484996989763 LGN 9
208.87782045220217 LGN 9
668.821079176497 LGN 9
764.922707557778 LGN 9
782.2552682791095 LGN 9
1097.4715450480805 LGN 9
1162.1785317254141 LGN 9
1247.8910284649285 LGN 9
1281.2641425226661 LGN 9
1396.6609305688567 LGN 9
1529.9133449164524 LGN 9
1884.536502915489 LGN 9
327.15184255508836 LGN 10
341.4063055642712 LGN 10
410.7596224801051 LGN 10
483.69721685610506 LGN 10
818.8036809792552 LGN 10
831.5940397206869 LGN 10
883.5870393552563 LGN 10
899.2901156111111 LGN 10
935.5236621042515 LGN 10
1016.408835628092 LGN 10
1032.538292312385 LGN 10
1129.61317105237 LGN 10
1393.6279457198548 LGN 10
1611.2932200690652 LGN 10
1636.0222141839017 LGN 10
1721.3149200426838 LGN 10
1924.5090801696047 LGN 10
1976.5774226618475 LGN 10
1994.683577929195 LGN 10
432.4471619074086 LGN 11
513.2196086330681 LGN 11
633.040589883558 LGN 11
746.832772369787 LGN 11
839.6112988559391 LGN 11
1000.8756609951001 LGN 11
1113.0407993308706 LGN 11
1261.258691709759 LGN 11
1475.5120841457278 LGN 11
1533.4289299312125 LGN 11
1615.815125420883 LGN 11
1694.3290148491274 LGN 11
1694.8981500656873 LGN 11
1955.358336949028 LGN 11
44.358072099835965 LGN 12
155.59298430197174 LGN 12
266.938578372945 LGN 12
518.4098127083086 LGN 12
596.3949529830016 LGN 12
755.5509885428602 LGN 12
1005.2899089849907 LGN 12
1161.394617932727 LGN 12
1291.1639328942467 LGN 12
1458.264698051063 LGN 12
1606.8674727266985 LGN 12
1763.8864205119846 LGN 12
1785.9343563002753 LGN 12
50.03427280199303 LGN 13
300.18407631372355 LGN 13
469.1313729699774 LGN 13
1326.1886473411307 LGN 13
1391.1058325689169 LGN 13
1460.2212324703949 LGN 13
137.63451192536536 LGN 14
194.86870462737133 LGN 14
243.1977458854887 LGN 14
387.0009493226991 LGN 14
484.3725302344764 LGN 14
558.9828877443769 LGN 14
711.4328247190186 LGN 14
751.4229372331534 LGN 14
1036.4118895286122 LGN 14
1182.9592346876466 LGN 14
1203.2680759614539 LGN 14
1244.5338202446565 LGN 14
1317.592613379374 LGN 14
1432.7464595345393 LGN 14
1438.5531128785321 LGN 14
1486.2833081084461 LGN 14
1498.1112301805272 LGN 14
1569.4181246199844 LGN 14
1867.3830483309976 LGN 14
254.1614180698778 LGN 15
266.7692839136734 LGN 15
395.4660041752573 LGN 15
520.380782076389 LGN 15
973.893692358857 LGN 15
1095.671446437927 LGN 15
1107.118770887188 LGN 15
1113.9444615740674 LGN 15
1206.9602589993794 LGN 15
1548.1931321342017 LGN 15
1568.6638864262352 LGN 15
1900.6724695590547 LGN 15
1950.023998216942 LGN 15
396.19791262667223 LGN 16
412.3899424796342 LGN 16
874.2642634765112 LGN 16
1132.398173318653 LGN 16
1157.5282278450302 LGN 16
1220.2444618111817 LGN 16
1352.0276224999961 LGN 16
1495.0964679944748 LGN 16
1659.4749925771443 LGN 16
1666.624177348643 LGN 16
1678.4089035874192 LGN 16
1853.6465590032526 LGN 16
1953.1936456684746 LGN 16
10.588544533946827 LGN 17
50.490272144083626 LGN 17
102.01880989380302 LGN 17
233.69948523657453 LGN 17
483.2003361844694 LGN 17
714.1157371041664 LGN 17
719.4299137023058 LGN 17
763.0918593388299 LGN 17
796.3036214955557 LGN 17
969.293663774952 LGN 17
1164.9094363100924 LGN 17
1289.983164721203 LGN 17
1568.1533740282598 LGN 17
1608.3005294801517 LGN 17
1811.4827636728478 LGN 17
1848.8508123088739 LGN 17
1880.4222705533002 LGN 17
1924.0826740275072 LGN 17
1947.5205629771222 LGN 17
14.960559433520618 LGN 18
110.77295319542004 LGN 18
226.39818235277136 LGN 18
227.21275409309504 LGN 18
382.2688006309868 LGN 18
757.6518742250921 LGN 18
894.6583237147851 LGN 18
1173.455422689769 LGN 18
1481.8227214073647 LGN 18
1535.416118519506 LGN 18
1825.3599703362293 LGN 18
1964.4078017864795 LGN 18
33.60943883610272 LGN 19
310.2181081881022 LGN 19
393.46580423657804 LGN 19
415.62929105147794 LGN 19
639.0583023895678 LGN 19
715.22754265168 LGN 19
743.4303004621312 LGN 19
869.0420322954026 LGN 19
886.6241571759086 LGN 19
1426.680614232016 LGN 19
1567.323669990583 LGN 19
1574.9170476409117 LGN 19
1982.290222163063 LGN 19
86.87203262438403 LGN 20
732.2859941823237 LGN 20
982.0649266013688 LGN 20
1025.9062546740677 LGN 20
1134.7157003058746 LGN 20
1282.9856425583055 LGN 20
1373.5248317584005 LGN 20
1603.7783752291298 LGN 20
0.7558629457821253 LGN 21
11.859390956993659 LGN 21
178.86131757719625 LGN 21
205.90859934299363 LGN 21
385.19118329556534 LGN 21
434.915490950871 LGN 21
543.2588944992898 LGN 21
623.1762773021918 LGN 21
649.9209568032685 LGN 21
692.7942644073829 LGN 21
735.1043346966485 LGN 21
829.5741826134853 LGN 21
1045.674606813582 LGN 21
1156.5195423811435 LGN 21
1169.2663332224179 LGN 21
1189.3211535543505 LGN 21
1277.0986115723963 LGN 21
1321.5519829122234 LGN 21
1386.2010720459627 LGN 21
1578.4089492169185 LGN 21
1748.4429361183243 LGN 21
1974.6690750075793 LGN 21
12.226389163064033 LGN 22
245.99016162152404 LGN 22
470.06816738917104 LGN 22
488.380550966798 LGN 22
719.5653002649891 LGN 22
862.0146411927583 LGN 22
913.3211457401998 LGN 22
939.1159876558182 LGN 22
965.1508677087056 LGN 22
988.0957251175123 LGN 22
1231.594014985334 LGN 22
1295.638498809085 LGN 22
1492.9312738094523 LGN 22
1971.652445439938 LGN 22
13.39440515430525 LGN 23
16.24821440205196 LGN 23
89.61667462860277 LGN 23
107.80491227019922 LGN 23
139.81166066410788 LGN 23
159.67080776772053 LGN 23
177.38793518980853 LGN 23
364.15698091736203 LGN 23
432.69379929739426 LGN 23
593.7355351399993 LGN 23
653.5071305222796 LGN 23
761.2472245698616 LGN 23
817.4247701166711 LGN 23
877.6744613308001 LGN 23
909.7534819226571 LGN 23
994.3214656738322 LGN 23
1423.0091504608956 LGN 23
1598.0898782180889 LGN 23
1748.054223386336 LGN 23
1772.465655581232 LGN 23
0.2844527595833023 LGN 24
392.72133034028064 LGN 24
433.0471529114045 LGN 24
538.9208365393217 LGN 24
544.0714764508537 LGN 24
573.1591587979462 LGN 24
941.8770213757061 LGN 24
1106.1375379827853 LGN 24
1163.820769562623 LGN 24
1428.0647184015365 LGN 24
1479.2494826480038 LGN 24
1502.9495668142365 LGN 24
1657.6941479829436 LGN 24
1695.5513197366 LGN 24
1704.0097167917202 LGN 24
1983.6688077506371 LGN 24
97.50496960851805 LGN 25
147.78663919947488 LGN 25
177.38171976066783 LGN 25
272.17069914923525 LGN 25
630.5440836600654 LGN 25
1024.8855253748027 LGN 25
1050.7643093438749 LGN 25
1153.6400202051984 LGN 25
1166.9634991982457 LGN 25
1262.6669048644105 LGN 25
1301.5167587885708 LGN 25
1305.4671759820528 LGN 25
1347.9477174136482 LGN 25
1348.7552370592628 LGN 25
1517.8058353841925 LGN 25
1571.7840788408548 LGN 25
1641.2488336932456 LGN 25
1696.6215964805326 LGN 25
1783.6142660028268 LGN 25
1803.155937724488 LGN 25
9.290415395689607 LGN 26
144.17757402721432 LGN 26
199.58681602586415 LGN 26
398.09855962593934 LGN 26
553.2969820211233 LGN 26
811.8915541242416 LGN 26
828.2151349002861 LGN 26
999.086198067217 LGN 26
1166.0371886269595 LGN 26
1329.8264308953635 LGN 26
1358.2324212177693 LGN 26
1465.3197834725008 LGN 26
1504.4580486215673 LGN 26
1665.4938372197075 LGN 26
1671.6145998778384 LGN 26
1861.788914711776 LGN 26
1905.1018205116982 LGN 26
29.4430143086788 LGN 27
234.7415856552263 LGN 27
278.80828609722585 LGN 27
365.37830863106683 LGN 27
510.66402912759634 LGN 27
523.5422688246404 LGN 27
540.5880430564451 LGN 27
