node_id node_type_id x y pop_name ei location
0 TW_001 582.85303553535846 711.37648610850238 TW e TW
1 TW_001 -353.05385096402421 -39.062778193008938 TW e TW
2 TW_001 -734.82306663794702 439.39850574409746 TW e TW
3 TW_001 432.68855232073287 774.66699550567591 TW e TW
4 TW_001 450.08255029178486 -807.78426041813429 TW e TW
5 TW_001 -649.26603090767571 595.79233112565294 TW e TW
6 TW_001 806.83868794820717 323.92246083155271 TW e TW
7 TW_001 -669.51728296851911 -798.71242350921204 TW e TW
8 TW_001 123.28740207837153 -530.14359002645017 TW e TW
9 TW_001 222.16701907941626 -10.559005805437561 TW e TW
10 TW_001 93.549978671616898 638.94858408039306 TW e TW
11 TW_001 654.99798628498729 258.63084614927033 TW e TW
12 TW_001 -593.23380733885165 -837.8683344382224 TW e TW
13 TW_001 -542.11926461985036 104.03315023648274 TW e TW
14 TW_001 -867.81564075157894 -412.21357636305174 TW e TW
15 TW_001 802.45809630252143 301.48416586080913 TW e TW
16 TW_001 -663.24693462759546 594.2431231667673 TW e TW
17 TW_001 -415.78414639191504 135.94714231371094 TW e TW
18 TW_001 -83.850931486803645 -780.74761833829848 TW e TW
19 TW_001 505.6153136454011 644.08574633985188 TW e TW
20 TW_001 291.55554526547093 861.96767128920305 TW e TW
21 TW_001 -577.95236732431647 -411.57312243629059 TW e TW
22 TW_001 582.50963182248836 138.15928123527991 TW e TW
23 TW_001 -240.1919495612774 762.23498088882729 TW e TW
24 TW_001 -533.96275382516376 -868.6976831732477 TW e TW
25 TW_001 -813.6000061838597 -184.71309534898018 TW e TW
26 TW_001 298.02635076433296 -855.5014417367106 TW e TW
27 TW_001 -574.22059908327003 747.98263277329352 TW e TW
28 TW_001 136.21112792549945 890.53572352490414 TW e TW
29 TW_001 603.91097428318039 -450.04270806744495 TW e TW
30 TW_001 -40.909765190765171 714.54379363072519 TW e TW
31 TW_001 -632.11271241808788 525.42559463719942 TW e TW
32 TW_001 -150.89577943845651 257.79270574596848 TW e TW
33 TW_001 -547.30945685678319 -263.25118245544115 TW e TW
34 TW_001 827.44424242669584 298.44035414276044 TW e TW
35 TW_001 -407.05310358858674 695.76800377522625 TW e TW
36 TW_001 96.763306884798794 -57.160958453970359 TW e TW
37 TW_001 660.74449758075957 -610.07732673655119 TW e TW
38 TW_001 -573.7738005386459 265.36202294364244 TW e TW
39 TW_001 -375.23903270758325 698.59353033092043 TW e TW
40 TW_001 585.91193360794261 -612.63678113062747 TW e TW
41 TW_001 -767.65182550757754 -86.579528266077133 TW e TW
42 TW_001 -24.787598393816211 -72.809233081680929 TW e TW
43 TW_001 -223.99174862559769 -440.64285105632348 TW e TW
44 TW_001 582.53151175324228 713.44818548356454 TW e TW
45 TW_001 -735.83336271454959 -131.67781697998041 TW e TW
46 TW_001 242.6034101247044 -690.94053389543922 TW e TW
47 TW_001 -508.92097754260817 103.75576157511904 TW e TW
48 TW_001 -112.15194037374859 224.98221694403122 TW e TW
49 TW_001 -657.60885102258737 -625.2872610959123 TW e TW
50 TW_001 -75.872721665598732 88.582364089633828 TW e TW
51 TW_001 -541.00217200213058 -689.75286878336794 TW e TW
52 TW_001 780.41557596523182 -430.74821879893636 TW e TW
53 TW_001 -558.48722595680533 -580.82361248913617 TW e TW
54 TW_001 590.45520897515746 395.33450973463107 TW e TW
55 TW_001 -538.35127698901601 -170.73402396007992 TW e TW
56 TW_001 80.46890188645331 94.910624432789746 TW e TW
57 TW_001 -385.59967145670817 -76.717809069877291 TW e TW
58 TW_001 -115.57824446493228 584.45817912129212 TW e TW
59 TW_001 -291.20122323616522 637.5265499012902 TW e TW
60 TW_001 235.86610537481471 -562.21848284845453 TW e TW
61 TW_001 751.42078831139816 123.01151958675653 TW e TW
62 TW_001 -301.27149900819501 326.55593662491424 TW e TW
63 TW_001 480.64924363340839 422.46694186989015 TW e TW
64 TW_001 146.9915809091703 853.72877788822461 TW e TW
65 TW_001 -341.59903638103145 -280.37742898999659 TW e TW
66 TW_001 561.33702073661925 -731.94839973552769 TW e TW
67 TW_001 110.42820256602977 115.83780864920807 TW e TW
68 TW_001 -749.71955630050218 491.95544884525663 TW e TW
69 TW_001 -780.82640335109977 -480.49410250645587 TW e TW
70 TW_001 -277.84675527527202 61.641375205690267 TW e TW
71 TW_001 -619.14944306978782 -248.05971947715005 TW e TW
72 TW_001 817.51708059766736 -164.03433398773933 TW e TW
73 TW_001 -114.60252547695893 213.07169154146848 TW e TW
74 TW_001 -133.55040275449937 -869.88172726790219 TW e TW
75 TW_001 718.73581678106495 861.0760575736241 TW e TW
76 TW_001 44.998346384643995 441.8676629675607 TW e TW
77 TW_001 -366.85262187445738 -213.48707502108147 TW e TW
