timestamps amps
0.0 0.0
20.0 0.0183670915959403
40.0 0.03536901825121116
60.0 0.05046226716553377
80.0 0.06319166233544364
100.0 0.07320288483374399
120.0 0.08025096045266605
140.0 0.0842045747795784
160.0 0.08504622778524194
180.0 0.08286838563111748
200.0 0.07786592178060531
220.0 0.07032525835152915
240.0 0.060610718408817314
260.0 0.04914867781249635
280.0 0.03641015942726366
300.0 0.02289254199332614
320.0 0.009101060686605175
340.0 -0.004469242835181131
360.0 -0.017350504680819532
380.0 -0.029117402634312912
400.0 -0.03940042373757607
420.0 -0.04789665183921853
440.0 -0.05437779353608712
460.0 -0.05869526895181543
480.0 -0.060782303673382714
500.0 -0.06065306597126335
520.0 -0.058398995456735575
540.0 -0.05418256222498078
560.0 -0.04822877639074179
580.0 -0.04081483437706718
600.0 -0.032258338598257275
620.0 -0.022904560154043213
640.0 -0.013113229343814882
660.0 -0.0032453363812152657
680.0 0.006349594583180174
700.0 0.015345329802839104
720.0 0.02344946876860151
740.0 0.03041238555960368
760.0 0.03603431752127721
780.0 0.040170424987903006
800.0 0.04273372392838349
820.0 0.04369587193596608
840.0 0.043085864132598115
860.0 0.04098676673610992
880.0 0.03753067993901185
900.0 0.03289217641273847
920.0 0.027280505623188026
940.0 0.02093088610497398
960.0 0.014095227237573355
980.0 0.00703262870813885
1000.0 1.3515671403081718e-17
1020.0 -0.006756875392259227
1040.0 -0.01301153466903808
1060.0 -0.01856403064510058
1080.0 -0.023246913426657502
1100.0 -0.026929836364775184
1120.0 -0.029522678484798306
1140.0 -0.030977131913990225
1160.0 -0.031286758751373996
1180.0 -0.030485575396755088
1200.0 -0.02864527179094835
1220.0 -0.025871216742597854
1240.0 -0.022297437217235375
1260.0 -0.01808078812797642
1280.0 -0.013394549103064908
1300.0 -0.008421695555498548
1320.0 -0.00334809311945568
1340.0 0.001644142556665932
1360.0 0.006382893966022374
1380.0 0.010711693809474891
1400.0 0.014494605866497463
1420.0 0.01762019351259483
1440.0 0.020004472298191803
1460.0 0.02159278274140137
1480.0 0.022360559908476935
1500.0 0.022313016014842982
1520.0 0.021483789813597477
1540.0 0.019932650712562845
1560.0 0.017742375307008566
1580.0 0.015014938462140427
1600.0 0.011867179576646016
1620.0 0.008426116789747091
1640.0 0.004824087482955586
1660.0 0.001193892534334864
1680.0 -0.002335885306925517
1700.0 -0.0056452313524599056
1720.0 -0.008626577466360306
1740.0 -0.01118809140435744
1760.0 -0.01325628459272179
1780.0 -0.014777873496169111
1800.0 -0.015720858477948404
1820.0 -0.016074812949302106
1840.0 -0.015850403619488883
1860.0 -0.015078188842304378
1880.0 -0.013806765562747956
1900.0 -0.012100355477630742
1920.0 -0.010035937163532805
1940.0 -0.0077000426835209385
1960.0 -0.005185344319343006
1980.0 -0.0025871595191163913
2000.0 -9.944275285645092e-18
2020.0 0.0024857155433694127
2040.0 0.004786676102828594
2060.0 0.006829325219609128
2080.0 0.008552061520359642
2100.0 0.00990693315271189
2120.0 0.010860786462871762
2140.0 0.011395849977612773
2160.0 0.011509755325521199
2180.0 0.011215016440748125
2200.0 0.010538006578658152
2220.0 0.00951748875769217
2240.0 0.00820276874303186
2260.0 0.006651550232459249
2280.0 0.004927579238778967
2300.0 0.003098168654672863
2320.0 0.0012316946257753456
2340.0 -0.000604846244952429
2360.0 -0.002348135465276863
2380.0 -0.003940611932629203
2400.0 -0.0053322675061673805
2420.0 -0.006482106942746058
2440.0 -0.007359234089988398
2460.0 -0.007943540848243098
2480.0 -0.008225990283411052
2500.0 -0.008208499862389881
2520.0 -0.007903444590870968
2540.0 -0.007332812405203172
2560.0 -0.00652705511299631
2580.0 -0.005523687170675818
2600.0 -0.004365691390937682
2620.0 -0.0030997951358574588
2640.0 -0.0017746826073918405
2660.0 -0.00043920851834985687
2680.0 0.0008593241813523638
2700.0 0.0020767645552264985
2720.0 0.0031735404975467836
2740.0 0.004115868813610047
2760.0 0.004876714567980078
2780.0 0.005436475843472961
2800.0 0.005783380631602985
2820.0 0.0059135932047247215
2840.0 0.005831037625879379
2860.0 0.005546955685184413
2880.0 0.005079225199608824
2900.0 0.0044514720110866
2920.0 0.0036920149553521598
2940.0 0.002832687399409938
2960.0 0.0019075815704814197
2980.0 0.0009517627981139173
