node_id node_type_id x y
0 tON_001 211.31973825934529 5.1310167779991422
1 tON_001 191.367643988483 8.5308526191059002
2 tON_001 277.08355915036884 59.405969567158643
3 tON_001 150.94630483766343 52.174941256161148
4 tON_001 59.152733004161298 81.178484050176138
5 tON_001 17.731780650662831 21.434805188257311
6 tON_001 114.27935358721358 11.420582556692638
7 tON_001 254.0899841709508 1.646687385460166
8 tON_001 93.862544222204932 7.0696715993906807
9 tON_001 168.86148245105542 69.001735144256472
10 tON_001 0.67020679705753761 21.299966803615433
11 tON_001 206.73945042149319 99.188616126510667
12 tON_001 210.88367004675359 50.709151992217592
13 tON_001 204.46906798248637 98.311326448991181
14 tON_001 127.08063708125671 48.634488520748654
15 tON_001 181.36607802417453 20.177513941421232
16 tON_001 225.05932521866862 71.51509036130112
17 tON_001 139.99392589660738 40.937867668879591
18 tON_001 242.9858116028642 45.603240493072597
19 tON_001 121.95190882579122 28.640200073779098
20 tON_001 25.397055196749218 20.816778683170302
21 tON_001 16.403505935034847 19.6285497431689
22 tON_001 277.6325124940073 98.455463479876897
23 tON_001 15.481460104684686 79.932351176739843
24 tON_001 63.072482862896727 34.094378443328097
25 tON_001 254.20817962761518 42.892403942713941
26 tON_001 126.45151775893822 85.440636476963903
27 tON_001 123.28584104543864 46.916271405708528
28 tON_001 155.62161129550702 34.429966200507756
29 tON_001 262.01384073292127 57.317709531152317
30 tON_001 261.0362468281819 32.86919588001669
31 tON_001 280.13776125240486 21.268928061607163
32 tON_001 38.47644902768976 43.094205402317797
33 tON_001 51.38914990198279 55.228314130296205
34 tON_001 294.20730018102887 3.8422629832444932
35 tON_001 87.041212029452737 1.3674390473386699
36 tON_001 93.062371803399287 30.086623386403634
37 tON_001 137.83320712060163 0.70278691846975549
38 tON_001 154.50270102244721 90.969597323942182
39 tON_001 44.397049670346419 1.1484231400144762
40 tON_001 135.19904566199511 37.199183042039841
41 tON_001 257.28311823793996 4.6656937987354707
42 tON_001 126.79463705207954 94.646322637888019
43 tON_001 212.29141220773781 14.553513106240402
44 tON_001 25.719174501454876 64.183518594649641
45 tON_001 47.506049634460012 55.521824841572474
46 tON_001 3.5715416153392576 77.586736853061467
47 tON_001 241.3752194478206 55.699178702919752
