timestamps population node_ids
40.425085247676826 inputs 0
326.1684079398355 inputs 0
434.78300034195524 inputs 0
821.2779228740767 inputs 0
847.7355384069618 inputs 0
985.4311815104979 inputs 0
1013.6824728323705 inputs 0
1095.1289678975627 inputs 0
1114.0594089515164 inputs 0
1276.456890945907 inputs 0
1313.9556940382838 inputs 0
1432.3620029126034 inputs 0
1577.039472471287 inputs 0
1591.9494204565767 inputs 0
1628.3957523992563 inputs 0
1662.6708089981782 inputs 0
1742.009832544563 inputs 0
1746.7636751796454 inputs 0
2105.678454115423 inputs 0
2114.748872796721 inputs 0
2205.891609573259 inputs 0
2237.1986182099326 inputs 0
2598.5402323428734 inputs 0
2620.3007308782585 inputs 0
2647.13792106304 inputs 0
2675.0239670198907 inputs 0
2690.046746451431 inputs 0
2850.1917947136676 inputs 0
2901.058987955267 inputs 0
2967.076965024842 inputs 0
3000.053468985676 inputs 0
3146.2705612110226 inputs 0
3232.8251989293217 inputs 0
3292.5793484866804 inputs 0
3394.7291222202816 inputs 0
3644.0492980318545 inputs 0
3728.1441628137304 inputs 0
3752.098903658291 inputs 0
3794.049661257866 inputs 0
3794.2367279171126 inputs 0
3806.6991221972635 inputs 0
3867.8642618129124 inputs 0
3965.4883715458827 inputs 0
4054.514448004292 inputs 0
4073.0358204258873 inputs 0
4137.310409601818 inputs 0
4160.166782918487 inputs 0
4196.446415813151 inputs 0
4202.167429134343 inputs 0
4218.847380890942 inputs 0
4228.076221730413 inputs 0
4338.0790678757085 inputs 0
4338.610428539393 inputs 0
4386.122348704842 inputs 0
4414.894928542123 inputs 0
4500.555250699287 inputs 0
4637.674693703265 inputs 0
4643.598562176628 inputs 0
4756.816880767771 inputs 0
4986.092628575321 inputs 0
4997.735766634941 inputs 0
502.18857228510615 inputs 1
545.3964115923976 inputs 1
638.5977548911845 inputs 1
781.230181494891 inputs 1
1065.7986006569918 inputs 1
1199.148985035838 inputs 1
1255.7828174822698 inputs 1
1464.7819357407254 inputs 1
1533.1547304685048 inputs 1
1555.2040578423503 inputs 1
1563.030879464867 inputs 1
1745.366277878114 inputs 1
1782.4531397218593 inputs 1
1788.702127979865 inputs 1
1846.5257194856463 inputs 1
1997.4678650154005 inputs 1
2081.7472520084602 inputs 1
2153.6686052035993 inputs 1
2238.627887694464 inputs 1
2293.7005874060105 inputs 1
2618.4821184478187 inputs 1
2635.1559925922843 inputs 1
2790.6318298879983 inputs 1
2883.878633381464 inputs 1
2915.0065558865977 inputs 1
2919.4908726998556 inputs 1
2938.325068149105 inputs 1
3174.928476430545 inputs 1
3234.5558785510893 inputs 1
3237.507538789472 inputs 1
3295.662006683217 inputs 1
3399.7632474734505 inputs 1
3439.7769020596056 inputs 1
3776.060855862625 inputs 1
3795.519548012305 inputs 1
3832.7945403011963 inputs 1
3870.959748580187 inputs 1
4277.789870063467 inputs 1
4418.433835963709 inputs 1
4497.816331254327 inputs 1
4622.500759392609 inputs 1
4886.523545803034 inputs 1
48.481256647806674 inputs 2
166.85866727759893 inputs 2
205.96106935289856 inputs 2
420.206346914922 inputs 2
556.9424999905783 inputs 2
637.8589354365829 inputs 2
799.9956926886765 inputs 2
823.6313377580735 inputs 2
1016.6441900469403 inputs 2
1070.5122235788572 inputs 2
1118.684852423724 inputs 2
1133.395524582433 inputs 2
1292.4505369077324 inputs 2
1387.744847807803 inputs 2
1443.7202206532284 inputs 2
1505.2175924162975 inputs 2
1754.70224661487 inputs 2
1824.5903174015682 inputs 2
1931.099424107596 inputs 2
2113.753826926906 inputs 2
2196.841317879935 inputs 2
2333.9746479456703 inputs 2
2344.358943699317 inputs 2
2548.999907370837 inputs 2
2716.183517603913 inputs 2
2727.41355576568 inputs 2
2765.6509073270895 inputs 2
3240.5876235411397 inputs 2
3289.554994911857 inputs 2
3374.626980523054 inputs 2
3395.392211924868 inputs 2
3490.712292389134 inputs 2
3514.244362081075 inputs 2
3679.7311901226767 inputs 2
3719.4158618079236 inputs 2
3732.255371469301 inputs 2
3817.626740960282 inputs 2
3957.900866915545 inputs 2
3962.914700197626 inputs 2
4086.820656931361 inputs 2
4141.338724618925 inputs 2
4297.533252400231 inputs 2
4327.77463479901 inputs 2
4505.94562807645 inputs 2
4526.184670179107 inputs 2
4564.085362807866 inputs 2
4631.145737758777 inputs 2
4710.474398650936 inputs 2
4777.2193505639225 inputs 2
4863.3396314877655 inputs 2
4864.289348709406 inputs 2
4998.560456807771 inputs 2
17.593944539645307 inputs 3
56.26759768599454 inputs 3
58.511461307831574 inputs 3
259.5112160117723 inputs 3
260.9951405147882 inputs 3
361.39681482665594 inputs 3
732.342235038892 inputs 3
744.2510303194301 inputs 3
834.691124901772 inputs 3
1125.0979321375826 inputs 3
1137.8431883043402 inputs 3
1234.211047712342 inputs 3
1243.578226518263 inputs 3
1302.7012839501315 inputs 3
1304.9580138551382 inputs 3
1487.8410179937162 inputs 3
1561.3834182705327 inputs 3
1830.4663028902157 inputs 3
1855.0493724339553 inputs 3
1858.4421486854362 inputs 3
2105.0874638637933 inputs 3
2258.123275652987 inputs 3
2278.4541695157122 inputs 3
2382.3738151209022 inputs 3
2612.968962002358 inputs 3
2643.551561216375 inputs 3
2695.8664743985228 inputs 3
2696.703088662095 inputs 3
2705.942242310868 inputs 3
2714.177239150792 inputs 3
2842.7095390820614 inputs 3
2868.5963344841493 inputs 3
2984.0050823261463 inputs 3
3192.32264647064 inputs 3
3192.4875324496866 inputs 3
3235.156798211466 inputs 3
3253.993273238667 inputs 3
3267.7252604672553 inputs 3
3389.7320279889923 inputs 3
3404.5531503299344 inputs 3
3409.773057014355 inputs 3
3675.814695809752 inputs 3
3819.6337135738604 inputs 3
3840.2869315342423 inputs 3
3868.810074033758 inputs 3
3880.4062743341497 inputs 3
3988.0600372421527 inputs 3
4090.4588143594633 inputs 3
4142.411849325168 inputs 3
4390.461801272941 inputs 3
4456.449930151627 inputs 3
4506.541082072 inputs 3
4545.1779434742375 inputs 3
4555.746425860977 inputs 3
4645.608687941931 inputs 3
4765.204615412225 inputs 3
4788.462567677104 inputs 3
4858.114054624826 inputs 3
4947.970221370433 inputs 3
76.74560061014729 inputs 4
310.25624917858283 inputs 4
654.0706552600631 inputs 4
706.1093721711263 inputs 4
738.734659493735 inputs 4
787.0587683438598 inputs 4
893.1976145650156 inputs 4
999.6820745187619 inputs 4
1009.1328444276994 inputs 4
1335.9757932870712 inputs 4
1523.596665659407 inputs 4
1533.7255054478524 inputs 4
1617.60203390683 inputs 4
1817.082878452881 inputs 4
1820.0369656577413 inputs 4
1853.8600310714958 inputs 4
1896.4753757911567 inputs 4
1949.8830057525354 inputs 4
2310.371297356952 inputs 4
2400.3826756063 inputs 4
2404.1582030098443 inputs 4
2469.490401286751 inputs 4
2508.0066457398784 inputs 4
2570.068225629059 inputs 4
2661.2414065877324 inputs 4
2802.3180623870585 inputs 4
2892.089612713875 inputs 4
2947.2659974157505 inputs 4
3319.7675151013696 inputs 4
3496.106109472211 inputs 4
3704.381348089015 inputs 4
3831.364977422424 inputs 4
3845.2838297036305 inputs 4
3954.683487713935 inputs 4
3960.9639897239285 inputs 4
3978.415151296958 inputs 4
4018.182816411121 inputs 4
4070.672888218203 inputs 4
4127.773788905297 inputs 4
4129.217051743624 inputs 4
4206.062947403231 inputs 4
4354.830872504794 inputs 4
4388.213871846498 inputs 4
4419.261203032301 inputs 4
4510.178305547007 inputs 4
4644.347391109758 inputs 4
4672.061184140217 inputs 4
4750.921018949469 inputs 4
4754.669700620605 inputs 4
4764.949247715102 inputs 4
4863.565583106604 inputs 4
4956.76625530215 inputs 4
105.98943446049472 inputs 5
221.39512497379965 inputs 5
281.8613344728756 inputs 5
435.6281967882867 inputs 5
446.40463917689345 inputs 5
580.792834331715 inputs 5
690.108472495695 inputs 5
738.6712265756121 inputs 5
777.5065372018485 inputs 5
835.3492224821939 inputs 5
939.7628104864434 inputs 5
942.2592974874558 inputs 5
1156.970770915108 inputs 5
1351.599458952319 inputs 5
1407.14072186114 inputs 5
1413.6663365029933 inputs 5
1519.6885267849907 inputs 5
1858.0956933098003 inputs 5
1944.82692529292 inputs 5
1950.0721691740218 inputs 5
2005.9494195861728 inputs 5
2079.7443187701992 inputs 5
2226.300305979694 inputs 5
2244.2005452728417 inputs 5
2262.9991209575587 inputs 5
2274.3638119696943 inputs 5
2309.0654848838712 inputs 5
2389.3381368042974 inputs 5
2498.6389169518793 inputs 5
2526.473308331069 inputs 5
2532.9683664827526 inputs 5
2978.0350531059294 inputs 5
3328.45581293275 inputs 5
3448.5780091823763 inputs 5
3646.911751885937 inputs 5
3719.022484043018 inputs 5
3767.0454404872703 inputs 5
3860.1913508668204 inputs 5
3935.1557826777803 inputs 5
4089.8254243523356 inputs 5
4175.523938664306 inputs 5
4257.367072070005 inputs 5
4310.649367262383 inputs 5
4417.217398898115 inputs 5
4492.046560826018 inputs 5
4516.647121086953 inputs 5
4571.117494530533 inputs 5
4671.365360486107 inputs 5
4695.40243536904 inputs 5
4809.901988158836 inputs 5
4952.688958187193 inputs 5
192.67756144095384 inputs 6
198.09713169554007 inputs 6
280.5676814344645 inputs 6
285.02120266539896 inputs 6
563.104800488647 inputs 6
645.3177391220706 inputs 6
684.2337149242636 inputs 6
935.7424024128073 inputs 6
1081.7165498209565 inputs 6
1100.452559595521 inputs 6
1115.2395905536441 inputs 6
1128.5237420002022 inputs 6
1207.877439414998 inputs 6
1232.2554630909372 inputs 6
1244.7879068766179 inputs 6
1260.8848573562996 inputs 6
1273.069794163754 inputs 6
1385.2648098612362 inputs 6
1423.3964344551794 inputs 6
1459.6411524866587 inputs 6
1466.97790859204 inputs 6
1492.5243003767443 inputs 6
1536.8240190603246 inputs 6
1621.9932813010557 inputs 6
1677.4542137845765 inputs 6
1736.2664382065764 inputs 6
1814.727788750568 inputs 6
1884.774408697599 inputs 6
1980.9235188222144 inputs 6
1990.554142154537 inputs 6
2105.0255275934965 inputs 6
2186.9068899558856 inputs 6
2398.535764887555 inputs 6
2457.4517271311006 inputs 6
2573.838756767672 inputs 6
2628.868344574765 inputs 6
2659.2665385615087 inputs 6
2704.945691730271 inputs 6
2851.0084333590335 inputs 6
2875.4610140137443 inputs 6
2952.7506958511754 inputs 6
3021.6852873043445 inputs 6
3192.738835780104 inputs 6
3433.2444818823774 inputs 6
3692.430271888134 inputs 6
3925.953830054097 inputs 6
3929.737678832634 inputs 6
4105.282104141265 inputs 6
4152.542100403749 inputs 6
4194.878828018787 inputs 6
4214.73409775684 inputs 6
4287.488223451812 inputs 6
4346.712731580194 inputs 6
4434.736487598798 inputs 6
4565.8883356728475 inputs 6
4633.94990036572 inputs 6
4851.33990621041 inputs 6
4965.3774933970035 inputs 6
129.70076216935416 inputs 7
132.7167005158804 inputs 7
217.68689929477785 inputs 7
221.81364160810136 inputs 7
569.1889042271042 inputs 7
588.9364605297433 inputs 7
891.0242448918948 inputs 7
936.9489659490193 inputs 7
1086.190799920595 inputs 7
1140.948780103925 inputs 7
1179.6508355705707 inputs 7
