timestamps population node_ids
759.1999999999573 internal 0
2268.2999999995864 internal 34
2170.799999999232 internal 30
2103.9999999989886 internal 23
2121.199999999051 internal 14
2461.3000000002885 internal 11
2481.7000000003627 internal 9
2391.400000000034 internal 9
2331.699999999817 internal 9
2152.099999999164 internal 0
2065.6999999988493 internal 0
1815.5999999989965 internal 239
1595.9999999991962 internal 239
1592.899999999199 internal 233
1501.0999999992823 internal 233
1503.0999999992807 internal 231
1597.8999999991945 internal 223
1921.9999999989 internal 211
2450.9000000002507 internal 41
1842.699999998972 internal 211
2234.599999999464 internal 55
2146.999999999145 internal 60
2355.6999999999043 internal 130
2197.3999999993284 internal 130
2360.999999999924 internal 108
2347.899999999876 internal 106
2019.9999999988104 internal 106
2173.09999999924 internal 103
2107.399999999001 internal 103
2484.6000000003733 internal 101
2434.600000000192 internal 100
2348.699999999879 internal 98
2153.599999999169 internal 98
2091.699999998944 internal 96
2416.900000000127 internal 85
2048.999999998789 internal 81
2398.40000000006 internal 76
2451.800000000254 internal 70
2205.0999999993564 internal 70
2101.399999998979 internal 60
1711.599999999091 internal 211
1515.2999999992696 internal 202
1897.499999998922 internal 197
1878.4999999989395 internal 133
1676.7999999991227 internal 123
1618.7999999991755 internal 106
1593.1999999991988 internal 106
1595.199999999197 internal 103
1506.2999999992778 internal 103
1949.099999998875 internal 101
1570.1999999992197 internal 98
1886.499999998932 internal 96
1807.9999999990036 internal 96
1740.7999999990643 internal 96
1699.599999999102 internal 96
1635.3999999991604 internal 93
1665.599999999133 internal 85
1515.999999999269 internal 85
1793.7999999990163 internal 70
1964.1999999988611 internal 60
1748.3999999990576 internal 136
1736.3999999990683 internal 137
1725.2999999990786 internal 140
1799.3999999990112 internal 140
1596.299999999196 internal 197
1794.899999999015 internal 191
1656.5999999991411 internal 190
1866.2999999989504 internal 179
1793.2999999990168 internal 179
1628.099999999167 internal 179
1559.4999999992294 internal 174
1558.1999999992306 internal 171
2394.100000000044 internal 130
1646.4999999991503 internal 164
1748.4999999990575 internal 155
1885.6999999989328 internal 154
1672.8999999991263 internal 151
1601.699999999191 internal 149
1595.8999999991963 internal 148
1544.2999999992433 internal 148
1678.8999999991208 internal 145
1522.699999999263 internal 141
1536.2999999992503 internal 160
2450.8000000002503 internal 130
2036.299999998796 internal 133
2011.9999999988177 internal 140
2560.8000000006505 internal 107
2970.1000000021395 internal 106
2940.4000000020314 internal 101
2647.000000000964 internal 100
2697.900000001149 internal 99
2673.30000000106 internal 98
2708.4000000011874 internal 96
2535.0000000005566 internal 96
2693.9000000011347 internal 95
2646.300000000961 internal 85
2550.500000000613 internal 85
2961.1000000021068 internal 70
2840.1000000016666 internal 60
2651.0000000009786 internal 60
2555.0000000006294 internal 60
2702.300000001165 internal 47
2676.400000001071 internal 40
2661.700000001017 internal 122
2645.200000000957 internal 130
2586.1000000007425 internal 133
2709.400000001191 internal 134
2786.500000001472 internal 239
2518.900000000498 internal 237
2579.100000000717 internal 233
2660.600000001013 internal 227
2892.3000000018565 internal 211
2849.800000001702 internal 211
2855.7000000017238 internal 201
2685.3000000011034 internal 198
2557.700000000639 internal 40
2714.900000001211 internal 186
2666.9000000010365 internal 154
2556.2000000006337 internal 153
2831.200000001634 internal 151
2645.5000000009586 internal 151
2629.0000000008986 internal 151
2762.3000000013835 internal 149
2649.400000000973 internal 143
2647.500000000966 internal 140
2661.000000001015 internal 164
1843.2999999989715 internal 60
2967.9000000021315 internal 38
2511.20000000047 internal 38
