Mouse_id,Shank,Clu,Area,Layer,WVF_ratio,WVF_duration,Bl_ctr_row,Bl_ctr_col,Wh_ctr_row,Wh_ctr_col,Bl_rad,Wh_rad,Bl_lat,Wh_lat,Bl_mfr,Wh_mfr,Bl_SI,Wh_SI,Area_Overlap,Area_Union,OverlapIdx,PSTH_correln,Subfield_sep,Bl_stimc,Wh_stimc,Bl_chk_num,Wh_chk_num,Spont,Spont_cyc,Pref_ori,Pref_SF,Pref_TF,Max_rate,Max_rate_cyc,F0_pref,Sharp,CV,OSI,OSI_wnull,DSI_sev,DSI_chen,f1f0b,f1f0,Pval,F0_TF1,F0_TF2,F0_TF4,F0_TF8,F0_TF15,F1_TF1,F1_TF2,F1_TF4,F1_TF8,F1_TF15
60,2,10,1,NaN,0.195334635936007,0.3,10,17,7,10,0,8.66541108694164,NaN,61.5,14.3369503257721,23.3418634859177,NaN,0.369894205590993,0,795.186592079952,0,NaN,NaN,298,169,6,5,4.55999999999999,4.54814814814815,225,0.64,15,50,27.7777777777778,9.11111111111111,0.510670731707317,0.184133379263178,0.413793103448276,0.575,0.301587301587302,0.463414634146341,0.362847818857151,0.724517560380351,0.00303825454171586,5.55555555555556,4.61111111111111,5.55555555555556,5.5,9.11111111111111,2.18477310973599,2.21429766905465,1.28442570797043,1.66852860111851,3.30594679403182
72,2,6,1,NaN,0.164650901025171,0.55,14,26,7,11,0,2.67920423277157,NaN,153.5,13.6987630666981,14.536343558531,NaN,0.508970866157443,0,39.1242399451655,0,NaN,NaN,464,187,7,11,2.3,1.75,270,0.04,8,37.5,25,2.66666666666667,0.46484375,0.103773857438895,0.326424870466321,0.46058091286307,0.454545454545455,0.625,1.68037570610877,4.88836569049824,0.0382100920720876,1.04166666666667,2.29166666666667,1.16666666666667,2.66666666666667,1.58333333333333,1.27921707995628,3.50166981622075,2.0656675945114,4.48100188295672,2.67678022646792
72,2,26,1,NaN,0.3344343145235,0.55,14,13,8,11,0,22.338050703905,NaN,176.5,22.1850478435311,24.8512546002087,NaN,0.523543835583338,409.717734981316,3234.27050213368,0.126680107526882,NaN,NaN,230,188,10,10,5.8,3.5,180,0.32,1,62.5,41.6666666666667,18.8333333333333,0.673119469026549,0.0931761102566501,0.21098459477562,0.399286078531361,0.317784256559767,0.482300884955752,0.304905314300113,0.374503266477313,6.43124629642561e-05,18.8333333333333,14.5833333333333,11.125,17.125,14,5.7423834193188,3.92013733095239,1.51569285463246,2.65128842556021,2.54752025533966
72,3,20,1,NaN,0.267229517066826,0.525,11,28,4,29,0,5.20905138663336,NaN,8.49999999999999,9.61684879280928,11.3614898494724,NaN,0.351299958425315,0,117.98403608464,0,NaN,NaN,497,508,5,2,1,0.25,180,0.04,8,62.5,50,8.75,0.726785714285714,0.0796959761336222,0.0383189122373301,0.288197621225984,0.193181818181818,0.323809523809524,1.55465310904619,1.60037820048872,0.000505355333596263,4.66666666666667,3.125,5.54166666666667,8.75,8.66666666666667,6.30360793581716,3.76268647580404,8.91959591843672,13.6032147041541,11.6831246427099
72,3,25,1,NaN,0.167781666216991,0.45,7,3,7,14,0,2.91496304979481,NaN,98.5,11.5325019439142,26.7238773557078,NaN,0.434989832625236,0,33.7582417582418,0,NaN,NaN,43,241,9,6,6.4,4.5,0,0.08,2,75,45.8333333333333,20.3333333333333,0.61859631147541,0.143142512106825,0.369824561403509,0.539250897896357,0.301333333333333,0.463114754098361,1.13193139299252,1.45363820994829,0.000107554353819693,6.70833333333333,20.3333333333333,16.5833333333333,8.33333333333333,10.4166666666667,6.38270556956685,23.0159383241812,23.8107421763215,13.6121294525348,13.2136843916077
72,3,28,1,NaN,0.285846367748608,0.475,6,23,8,13,0,3.20467198358483,NaN,163.5,11.5653476737154,27.6895556751833,NaN,0.54583551614614,0,41.2298848033254,0,NaN,NaN,402,224,2,10,3.3,1.25,270,0.04,8,100,66.6666666666667,13.9583333333333,0.786940298507462,0.023712659554386,0.112033195020747,0.341538461538462,0.229357798165138,0.373134328358209,1.82736605362479,2.00710697693215,1.97344460780919e-05,10.125,9.91666666666667,12.1666666666667,13.9583333333333,7.16666666666667,13.6431561330579,14.7953235714228,20.2497869884287,25.5069844985128,11.6064123684217
72,4,6,1,NaN,0.196289462787722,0.45,8,31,7,11,0,3.0384403606745,NaN,76.5,9.73233924408585,13.2693675358585,NaN,0.480610176730089,0,54.4750702014284,0,NaN,NaN,548,187,4,5,1.1,1,225,0.08,1,37.5,20.8333333333333,4.16666666666667,0.555,0.170130788000192,0.36518771331058,0.566433566433566,0.19047619047619,0.32,0.996095214877805,1.31065159852343,0.000711129623582446,4.16666666666667,2.25,3.08333333333333,1.54166666666667,1.79166666666667,4.15039672865752,2.62884608494724,3.55879221873478,2.2213841981537,2.26591428588672
72,4,9,1,NaN,0.214294572215156,0.475,18,7,6,9,0,4.27177138381067,NaN,135.5,9.52936353633489,16.4833587567275,NaN,0.427509241026204,0,64.1882061600371,0,NaN,NaN,126,150,3,6,0.1,0.25,315,0.02,8,50,20.8333333333333,3.5,0.388392857142857,0.258528435369155,0.615384615384615,0.68503937007874,0.570093457943925,0.726190476190476,1.74310505967557,1.877190064266,0.00505336318565361,1.04166666666667,1.875,2.16666666666667,3.5,1.04166666666667,1.24763858363152,2.38776711999282,3.05709788515879,6.10086770886451,1.7155806622439
72,4,21,1,NaN,0.217844151005732,0.475,3,31,8,11,0,3.18776066773677,NaN,170.5,12.2025615058367,20.7168108660928,NaN,0.435841801543017,0,45.4411745196453,0,NaN,NaN,543,188,7,10,1.7,2.5,135,0.16,4,62.5,37.5,12.5,0.608333333333334,0.0958757327317662,0.160541586073501,0.369186046511628,0.273885350318471,0.43,0.2603860195393,0.325482524424125,0.00547165806238821,8.375,6.83333333333333,12.5,5.875,4.45833333333333,3.59489882839589,3.85625472720877,3.25482524424125,2.26673443467376,2.10461606793623
72,4,24,1,NaN,0.10878335818925,0.525,18,29,7,12,0,2.53404897104881,NaN,145.5,10.3511882503664,12.4980165446304,NaN,0.438140238886373,0,30.973356623256,0,NaN,NaN,522,205,5,9,0.1,0,135,0.02,8,37.5,16.6666666666667,3.04166666666667,0.571917808219178,0.0984843365472965,0.247863247863248,0.460122699386503,0.226890756302521,0.36986301369863,1.77737719143541,1.77737719143541,0.00472255324225911,1.66666666666667,1.20833333333333,1.54166666666667,3.04166666666667,0.625,3.07106646108599,1.92539901200301,2.56057988567349,5.40618895728271,1.12497421428348
