node_id node_type_id pop_name ei location
0 TW_001 TW e TW
1 TW_001 TW e TW
2 TW_001 TW e TW
3 TW_001 TW e TW
4 TW_001 TW e TW
5 TW_001 TW e TW
6 TW_001 TW e TW
7 TW_001 TW e TW
8 TW_001 TW e TW
9 TW_001 TW e TW
10 TW_001 TW e TW
11 TW_001 TW e TW
12 TW_001 TW e TW
13 TW_001 TW e TW
14 TW_001 TW e TW
15 TW_001 TW e TW
16 TW_001 TW e TW
17 TW_001 TW e TW
18 TW_001 TW e TW
19 TW_001 TW e TW
20 TW_001 TW e TW
21 TW_001 TW e TW
22 TW_001 TW e TW
23 TW_001 TW e TW
24 TW_001 TW e TW
25 TW_001 TW e TW
26 TW_001 TW e TW
27 TW_001 TW e TW
28 TW_001 TW e TW
29 TW_001 TW e TW
30 TW_001 TW e TW
31 TW_001 TW e TW
32 TW_001 TW e TW
33 TW_001 TW e TW
34 TW_001 TW e TW
35 TW_001 TW e TW
36 TW_001 TW e TW
37 TW_001 TW e TW
38 TW_001 TW e TW
39 TW_001 TW e TW
40 TW_001 TW e TW
41 TW_001 TW e TW
42 TW_001 TW e TW
43 TW_001 TW e TW
44 TW_001 TW e TW
45 TW_001 TW e TW
46 TW_001 TW e TW
47 TW_001 TW e TW
48 TW_001 TW e TW
49 TW_001 TW e TW
50 TW_001 TW e TW
51 TW_001 TW e TW
52 TW_001 TW e TW
53 TW_001 TW e TW
54 TW_001 TW e TW
55 TW_001 TW e TW
56 TW_001 TW e TW
57 TW_001 TW e TW
58 TW_001 TW e TW
59 TW_001 TW e TW
60 TW_001 TW e TW
61 TW_001 TW e TW
62 TW_001 TW e TW
63 TW_001 TW e TW
64 TW_001 TW e TW
65 TW_001 TW e TW
66 TW_001 TW e TW
67 TW_001 TW e TW
68 TW_001 TW e TW
69 TW_001 TW e TW
70 TW_001 TW e TW
71 TW_001 TW e TW
72 TW_001 TW e TW
73 TW_001 TW e TW
74 TW_001 TW e TW
75 TW_001 TW e TW
76 TW_001 TW e TW
77 TW_001 TW e TW
78 TW_001 TW e TW
79 TW_001 TW e TW
80 TW_001 TW e TW
81 TW_001 TW e TW
82 TW_001 TW e TW
83 TW_001 TW e TW
84 TW_001 TW e TW
85 TW_001 TW e TW
86 TW_001 TW e TW
87 TW_001 TW e TW
88 TW_001 TW e TW
89 TW_001 TW e TW
90 TW_001 TW e TW
91 TW_001 TW e TW
92 TW_001 TW e TW
93 TW_001 TW e TW
94 TW_001 TW e TW
95 TW_001 TW e TW
96 TW_001 TW e TW
97 TW_001 TW e TW
98 TW_001 TW e TW
99 TW_001 TW e TW
100 TW_001 TW e TW
101 TW_001 TW e TW
102 TW_001 TW e TW
103 TW_001 TW e TW
104 TW_001 TW e TW
105 TW_001 TW e TW
106 TW_001 TW e TW
107 TW_001 TW e TW
108 TW_001 TW e TW
109 TW_001 TW e TW
110 TW_001 TW e TW
111 TW_001 TW e TW
112 TW_001 TW e TW
113 TW_001 TW e TW
114 TW_001 TW e TW
115 TW_001 TW e TW
116 TW_001 TW e TW
117 TW_001 TW e TW
118 TW_001 TW e TW
119 TW_001 TW e TW
120 TW_001 TW e TW
121 TW_001 TW e TW
122 TW_001 TW e TW
123 TW_001 TW e TW
124 TW_001 TW e TW
125 TW_001 TW e TW
126 TW_001 TW e TW
127 TW_001 TW e TW
128 TW_001 TW e TW
129 TW_001 TW e TW
130 TW_001 TW e TW
131 TW_001 TW e TW
132 TW_001 TW e TW
133 TW_001 TW e TW
134 TW_001 TW e TW
135 TW_001 TW e TW
136 TW_001 TW e TW
137 TW_001 TW e TW
138 TW_001 TW e TW
139 TW_001 TW e TW
140 TW_001 TW e TW
141 TW_001 TW e TW
142 TW_001 TW e TW
143 TW_001 TW e TW
144 TW_001 TW e TW
145 TW_001 TW e TW
146 TW_001 TW e TW
147 TW_001 TW e TW
148 TW_001 TW e TW
149 TW_001 TW e TW
150 TW_001 TW e TW
151 TW_001 TW e TW
152 TW_001 TW e TW
153 TW_001 TW e TW
154 TW_001 TW e TW
155 TW_001 TW e TW
156 TW_001 TW e TW
157 TW_001 TW e TW
158 TW_001 TW e TW
159 TW_001 TW e TW
160 TW_001 TW e TW
161 TW_001 TW e TW
162 TW_001 TW e TW
163 TW_001 TW e TW
164 TW_001 TW e TW
165 TW_001 TW e TW
166 TW_001 TW e TW
167 TW_001 TW e TW
168 TW_001 TW e TW
169 TW_001 TW e TW
170 TW_001 TW e TW
171 TW_001 TW e TW
172 TW_001 TW e TW
173 TW_001 TW e TW
174 TW_001 TW e TW
175 TW_001 TW e TW
176 TW_001 TW e TW
177 TW_001 TW e TW
178 TW_001 TW e TW
179 TW_001 TW e TW
180 TW_001 TW e TW
181 TW_001 TW e TW
182 TW_001 TW e TW
183 TW_001 TW e TW
184 TW_001 TW e TW
185 TW_001 TW e TW
186 TW_001 TW e TW
187 TW_001 TW e TW
188 TW_001 TW e TW
189 TW_001 TW e TW
190 TW_001 TW e TW
191 TW_001 TW e TW
192 TW_001 TW e TW
193 TW_001 TW e TW
194 TW_001 TW e TW
195 TW_001 TW e TW
196 TW_001 TW e TW
197 TW_001 TW e TW
198 TW_001 TW e TW
199 TW_001 TW e TW
200 TW_001 TW e TW
201 TW_001 TW e TW
202 TW_001 TW e TW
203 TW_001 TW e TW
204 TW_001 TW e TW
205 TW_001 TW e TW
206 TW_001 TW e TW
207 TW_001 TW e TW
208 TW_001 TW e TW
209 TW_001 TW e TW
210 TW_001 TW e TW
211 TW_001 TW e TW
212 TW_001 TW e TW
213 TW_001 TW e TW
214 TW_001 TW e TW
215 TW_001 TW e TW
216 TW_001 TW e TW
217 TW_001 TW e TW
218 TW_001 TW e TW
219 TW_001 TW e TW
220 TW_001 TW e TW
221 TW_001 TW e TW
222 TW_001 TW e TW
223 TW_001 TW e TW
224 TW_001 TW e TW
225 TW_001 TW e TW
226 TW_001 TW e TW
227 TW_001 TW e TW
228 TW_001 TW e TW
229 TW_001 TW e TW
230 TW_001 TW e TW
231 TW_001 TW e TW
232 TW_001 TW e TW
233 TW_001 TW e TW
234 TW_001 TW e TW
235 TW_001 TW e TW
236 TW_001 TW e TW
237 TW_001 TW e TW
238 TW_001 TW e TW
239 TW_001 TW e TW
240 TW_001 TW e TW
241 TW_001 TW e TW
242 TW_001 TW e TW
243 TW_001 TW e TW
244 TW_001 TW e TW
245 TW_001 TW e TW
246 TW_001 TW e TW
247 TW_001 TW e TW
248 TW_001 TW e TW
249 TW_001 TW e TW
250 TW_001 TW e TW
251 TW_001 TW e TW
252 TW_001 TW e TW
253 TW_001 TW e TW
254 TW_001 TW e TW
255 TW_001 TW e TW
256 TW_001 TW e TW
257 TW_001 TW e TW
258 TW_001 TW e TW
259 TW_001 TW e TW
260 TW_001 TW e TW
261 TW_001 TW e TW
262 TW_001 TW e TW
263 TW_001 TW e TW
264 TW_001 TW e TW
265 TW_001 TW e TW
266 TW_001 TW e TW
267 TW_001 TW e TW
268 TW_001 TW e TW
269 TW_001 TW e TW
270 TW_001 TW e TW
271 TW_001 TW e TW
272 TW_001 TW e TW
273 TW_001 TW e TW
274 TW_001 TW e TW
275 TW_001 TW e TW
276 TW_001 TW e TW
277 TW_001 TW e TW
278 TW_001 TW e TW
279 TW_001 TW e TW
280 TW_001 TW e TW
281 TW_001 TW e TW
282 TW_001 TW e TW
283 TW_001 TW e TW
284 TW_001 TW e TW
285 TW_001 TW e TW
286 TW_001 TW e TW
287 TW_001 TW e TW
288 TW_001 TW e TW
289 TW_001 TW e TW
290 TW_001 TW e TW
291 TW_001 TW e TW
292 TW_001 TW e TW
293 TW_001 TW e TW
294 TW_001 TW e TW
295 TW_001 TW e TW
296 TW_001 TW e TW
297 TW_001 TW e TW
298 TW_001 TW e TW
299 TW_001 TW e TW
300 TW_001 TW e TW
301 TW_001 TW e TW
302 TW_001 TW e TW
303 TW_001 TW e TW
304 TW_001 TW e TW
305 TW_001 TW e TW
306 TW_001 TW e TW
307 TW_001 TW e TW
308 TW_001 TW e TW
309 TW_001 TW e TW
310 TW_001 TW e TW
311 TW_001 TW e TW
312 TW_001 TW e TW
313 TW_001 TW e TW
314 TW_001 TW e TW
315 TW_001 TW e TW
316 TW_001 TW e TW
317 TW_001 TW e TW
318 TW_001 TW e TW
319 TW_001 TW e TW
320 TW_001 TW e TW
321 TW_001 TW e TW
322 TW_001 TW e TW
323 TW_001 TW e TW
324 TW_001 TW e TW
325 TW_001 TW e TW
326 TW_001 TW e TW
327 TW_001 TW e TW
328 TW_001 TW e TW
329 TW_001 TW e TW
330 TW_001 TW e TW
331 TW_001 TW e TW
332 TW_001 TW e TW
333 TW_001 TW e TW
334 TW_001 TW e TW
335 TW_001 TW e TW
336 TW_001 TW e TW
337 TW_001 TW e TW
338 TW_001 TW e TW
339 TW_001 TW e TW
340 TW_001 TW e TW
341 TW_001 TW e TW
342 TW_001 TW e TW
343 TW_001 TW e TW
344 TW_001 TW e TW
345 TW_001 TW e TW
346 TW_001 TW e TW
347 TW_001 TW e TW
348 TW_001 TW e TW
349 TW_001 TW e TW
350 TW_001 TW e TW
351 TW_001 TW e TW
352 TW_001 TW e TW
353 TW_001 TW e TW
354 TW_001 TW e TW
355 TW_001 TW e TW
356 TW_001 TW e TW
357 TW_001 TW e TW
358 TW_001 TW e TW
359 TW_001 TW e TW
360 TW_001 TW e TW
361 TW_001 TW e TW
362 TW_001 TW e TW
363 TW_001 TW e TW
364 TW_001 TW e TW
365 TW_001 TW e TW
366 TW_001 TW e TW
367 TW_001 TW e TW
368 TW_001 TW e TW
369 TW_001 TW e TW
370 TW_001 TW e TW
371 TW_001 TW e TW
372 TW_001 TW e TW
373 TW_001 TW e TW
374 TW_001 TW e TW
375 TW_001 TW e TW
376 TW_001 TW e TW
377 TW_001 TW e TW
378 TW_001 TW e TW
379 TW_001 TW e TW
380 TW_001 TW e TW
381 TW_001 TW e TW
382 TW_001 TW e TW
383 TW_001 TW e TW
384 TW_001 TW e TW
385 TW_001 TW e TW
386 TW_001 TW e TW
387 TW_001 TW e TW
388 TW_001 TW e TW
389 TW_001 TW e TW
390 TW_001 TW e TW
391 TW_001 TW e TW
392 TW_001 TW e TW
393 TW_001 TW e TW
394 TW_001 TW e TW
395 TW_001 TW e TW
396 TW_001 TW e TW
397 TW_001 TW e TW
398 TW_001 TW e TW
399 TW_001 TW e TW
400 TW_001 TW e TW
401 TW_001 TW e TW
402 TW_001 TW e TW
403 TW_001 TW e TW
404 TW_001 TW e TW
405 TW_001 TW e TW
406 TW_001 TW e TW
407 TW_001 TW e TW
408 TW_001 TW e TW
409 TW_001 TW e TW
410 TW_001 TW e TW
411 TW_001 TW e TW
412 TW_001 TW e TW
413 TW_001 TW e TW
414 TW_001 TW e TW
415 TW_001 TW e TW
416 TW_001 TW e TW
417 TW_001 TW e TW
418 TW_001 TW e TW
419 TW_001 TW e TW
420 TW_001 TW e TW
421 TW_001 TW e TW
422 TW_001 TW e TW
423 TW_001 TW e TW
424 TW_001 TW e TW
425 TW_001 TW e TW
426 TW_001 TW e TW
427 TW_001 TW e TW
428 TW_001 TW e TW
429 TW_001 TW e TW
430 TW_001 TW e TW
431 TW_001 TW e TW
432 TW_001 TW e TW
433 TW_001 TW e TW
434 TW_001 TW e TW
435 TW_001 TW e TW
436 TW_001 TW e TW
437 TW_001 TW e TW
438 TW_001 TW e TW
439 TW_001 TW e TW
440 TW_001 TW e TW
441 TW_001 TW e TW
442 TW_001 TW e TW
443 TW_001 TW e TW
444 TW_001 TW e TW
445 TW_001 TW e TW
446 TW_001 TW e TW
447 TW_001 TW e TW
448 TW_001 TW e TW
449 TW_001 TW e TW
450 TW_001 TW e TW
451 TW_001 TW e TW
452 TW_001 TW e TW
453 TW_001 TW e TW
454 TW_001 TW e TW
455 TW_001 TW e TW
456 TW_001 TW e TW
457 TW_001 TW e TW
458 TW_001 TW e TW
459 TW_001 TW e TW
460 TW_001 TW e TW
461 TW_001 TW e TW
462 TW_001 TW e TW
463 TW_001 TW e TW
464 TW_001 TW e TW
465 TW_001 TW e TW
466 TW_001 TW e TW
467 TW_001 TW e TW
468 TW_001 TW e TW
469 TW_001 TW e TW
470 TW_001 TW e TW
471 TW_001 TW e TW
472 TW_001 TW e TW
473 TW_001 TW e TW
474 TW_001 TW e TW
475 TW_001 TW e TW
476 TW_001 TW e TW
477 TW_001 TW e TW
478 TW_001 TW e TW
479 TW_001 TW e TW
480 TW_001 TW e TW
481 TW_001 TW e TW
482 TW_001 TW e TW
483 TW_001 TW e TW
484 TW_001 TW e TW
485 TW_001 TW e TW
486 TW_001 TW e TW
487 TW_001 TW e TW
488 TW_001 TW e TW
489 TW_001 TW e TW
490 TW_001 TW e TW
491 TW_001 TW e TW
492 TW_001 TW e TW
493 TW_001 TW e TW
494 TW_001 TW e TW
495 TW_001 TW e TW
496 TW_001 TW e TW
497 TW_001 TW e TW
498 TW_001 TW e TW
499 TW_001 TW e TW
500 TW_001 TW e TW
501 TW_001 TW e TW
502 TW_001 TW e TW
503 TW_001 TW e TW
504 TW_001 TW e TW
505 TW_001 TW e TW
506 TW_001 TW e TW
507 TW_001 TW e TW
508 TW_001 TW e TW
509 TW_001 TW e TW
510 TW_001 TW e TW
511 TW_001 TW e TW
512 TW_001 TW e TW
513 TW_001 TW e TW
514 TW_001 TW e TW
515 TW_001 TW e TW
516 TW_001 TW e TW
517 TW_001 TW e TW
518 TW_001 TW e TW
519 TW_001 TW e TW
520 TW_001 TW e TW
521 TW_001 TW e TW
522 TW_001 TW e TW
523 TW_001 TW e TW
524 TW_001 TW e TW
525 TW_001 TW e TW
526 TW_001 TW e TW
527 TW_001 TW e TW
528 TW_001 TW e TW
529 TW_001 TW e TW
530 TW_001 TW e TW
531 TW_001 TW e TW
532 TW_001 TW e TW
533 TW_001 TW e TW
534 TW_001 TW e TW
535 TW_001 TW e TW
536 TW_001 TW e TW
537 TW_001 TW e TW
538 TW_001 TW e TW
539 TW_001 TW e TW
540 TW_001 TW e TW
541 TW_001 TW e TW
542 TW_001 TW e TW
543 TW_001 TW e TW
544 TW_001 TW e TW
545 TW_001 TW e TW
546 TW_001 TW e TW
547 TW_001 TW e TW
548 TW_001 TW e TW
549 TW_001 TW e TW
550 TW_001 TW e TW
